"racename","qs","driver","isoutlier"
"2016usa",1,"lhamilton",0
"2016usa",1,"nrosberg",0
"2016usa",1,"mverstappen",0
"2016usa",1,"dricciardo",0
"2016usa",1,"nhulkenberg",0
"2016usa",1,"kraikkonen",0
"2016usa",1,"svettel",0
"2016usa",1,"sperez",0
"2016usa",1,"fmassa",0
"2016usa",1,"vbottas",0
"2016usa",1,"csainz",0
"2016usa",1,"dkvyat",0
"2016usa",1,"falonso",0
"2016usa",1,"mericsson",0
"2016usa",1,"egutierrez",0
"2016usa",1,"jpalmer",0
"2016usa",1,"rgrosjean",0
"2016usa",1,"kmagnussen",0
"2016usa",1,"jbutton",0
"2016usa",1,"pwehrlein",0
"2016usa",1,"lnasr",0
"2016usa",1,"eocon",0
"2016usa",2,"dricciardo",0
"2016usa",2,"nrosberg",0
"2016usa",2,"lhamilton",0
"2016usa",2,"svettel",0
"2016usa",2,"kraikkonen",0
"2016usa",2,"nhulkenberg",0
"2016usa",2,"mverstappen",0
"2016usa",2,"csainz",0
"2016usa",2,"vbottas",0
"2016usa",2,"fmassa",0
"2016usa",2,"sperez",0
"2016usa",2,"falonso",0
"2016usa",2,"dkvyat",0
"2016usa",2,"egutierrez",0
"2016usa",2,"jpalmer",0
"2016usa",2,"mericsson",0
"2016usa",3,"lhamilton",0
"2016usa",3,"nrosberg",0
"2016usa",3,"dricciardo",0
"2016usa",3,"mverstappen",0
"2016usa",3,"kraikkonen",0
"2016usa",3,"svettel",0
"2016usa",3,"nhulkenberg",0
"2016usa",3,"vbottas",0
"2016usa",3,"fmassa",0
"2016usa",3,"csainz",0
"2016mexico",1,"lhamilton",0
"2016mexico",1,"kraikkonen",0
"2016mexico",1,"dricciardo",0
"2016mexico",1,"svettel",0
"2016mexico",1,"mverstappen",0
"2016mexico",1,"nrosberg",0
"2016mexico",1,"sperez",0
"2016mexico",1,"vbottas",0
"2016mexico",1,"fmassa",0
"2016mexico",1,"csainz",0
"2016mexico",1,"falonso",0
"2016mexico",1,"nhulkenberg",0
"2016mexico",1,"mericsson",0
"2016mexico",1,"kmagnussen",0
"2016mexico",1,"jbutton",0
"2016mexico",1,"pwehrlein",0
"2016mexico",1,"egutierrez",0
"2016mexico",1,"dkvyat",0
"2016mexico",1,"lnasr",0
"2016mexico",1,"eocon",0
"2016mexico",1,"rgrosjean",0
"2016mexico",2,"mverstappen",0
"2016mexico",2,"lhamilton",0
"2016mexico",2,"svettel",0
"2016mexico",2,"dricciardo",0
"2016mexico",2,"nrosberg",0
"2016mexico",2,"nhulkenberg",0
"2016mexico",2,"kraikkonen",0
"2016mexico",2,"vbottas",0
"2016mexico",2,"fmassa",0
"2016mexico",2,"csainz",0
"2016mexico",2,"falonso",0
"2016mexico",2,"sperez",0
"2016mexico",2,"jbutton",0
"2016mexico",2,"kmagnussen",0
"2016mexico",2,"mericsson",0
"2016mexico",2,"pwehrlein",0
"2016mexico",3,"lhamilton",0
"2016mexico",3,"nrosberg",0
"2016mexico",3,"mverstappen",0
"2016mexico",3,"dricciardo",0
"2016mexico",3,"nhulkenberg",0
"2016mexico",3,"kraikkonen",0
"2016mexico",3,"svettel",0
"2016mexico",3,"vbottas",0
"2016mexico",3,"fmassa",0
"2016mexico",3,"csainz",0
"2016brazil",1,"lhamilton",0
"2016brazil",1,"nrosberg",0
"2016brazil",1,"mverstappen",0
"2016brazil",1,"kraikkonen",0
"2016brazil",1,"svettel",0
"2016brazil",1,"dricciardo",0
"2016brazil",1,"nhulkenberg",0
"2016brazil",1,"fmassa",0
"2016brazil",1,"vbottas",0
"2016brazil",1,"sperez",0
"2016brazil",1,"falonso",0
"2016brazil",1,"rgrosjean",0
"2016brazil",1,"csainz",0
"2016brazil",1,"egutierrez",0
"2016brazil",1,"dkvyat",0
"2016brazil",1,"jpalmer",0
"2016brazil",1,"jbutton",0
"2016brazil",1,"kmagnussen",0
"2016brazil",1,"pwehrlein",0
"2016brazil",1,"eocon",0
"2016brazil",1,"mericsson",0
"2016brazil",1,"lnasr",0
"2016brazil",2,"lhamilton",0
"2016brazil",2,"nrosberg",0
"2016brazil",2,"mverstappen",0
"2016brazil",2,"svettel",0
"2016brazil",2,"dricciardo",0
"2016brazil",2,"kraikkonen",0
"2016brazil",2,"falonso",0
"2016brazil",2,"sperez",0
"2016brazil",2,"rgrosjean",0
"2016brazil",2,"nhulkenberg",0
"2016brazil",2,"vbottas",0
"2016brazil",2,"egutierrez",0
"2016brazil",2,"fmassa",0
"2016brazil",2,"dkvyat",0
"2016brazil",2,"csainz",0
"2016brazil",2,"jpalmer",0
"2016brazil",3,"lhamilton",0
"2016brazil",3,"nrosberg",0
"2016brazil",3,"kraikkonen",0
"2016brazil",3,"mverstappen",0
"2016brazil",3,"svettel",0
"2016brazil",3,"dricciardo",0
"2016brazil",3,"rgrosjean",0
"2016brazil",3,"nhulkenberg",0
"2016brazil",3,"sperez",0
"2016brazil",3,"falonso",0
"2016abudhabi",1,"lhamilton",0
"2016abudhabi",1,"kraikkonen",0
"2016abudhabi",1,"svettel",0
"2016abudhabi",1,"mverstappen",0
"2016abudhabi",1,"nrosberg",0
"2016abudhabi",1,"sperez",0
"2016abudhabi",1,"nhulkenberg",0
"2016abudhabi",1,"dricciardo",0
"2016abudhabi",1,"fmassa",0
"2016abudhabi",1,"jbutton",0
"2016abudhabi",1,"vbottas",0
"2016abudhabi",1,"rgrosjean",0
"2016abudhabi",1,"falonso",0
"2016abudhabi",1,"egutierrez",0
"2016abudhabi",1,"jpalmer",0
"2016abudhabi",1,"pwehrlein",0
"2016abudhabi",1,"dkvyat",0
"2016abudhabi",1,"kmagnussen",0
"2016abudhabi",1,"lnasr",0
"2016abudhabi",1,"eocon",0
"2016abudhabi",1,"csainz",0
"2016abudhabi",1,"mericsson",0
"2016abudhabi",2,"lhamilton",0
"2016abudhabi",2,"nrosberg",0
"2016abudhabi",2,"kraikkonen",0
"2016abudhabi",2,"mverstappen",0
"2016abudhabi",2,"svettel",0
"2016abudhabi",2,"dricciardo",0
"2016abudhabi",2,"nhulkenberg",0
"2016abudhabi",2,"sperez",0
"2016abudhabi",2,"fmassa",0
"2016abudhabi",2,"falonso",0
"2016abudhabi",2,"vbottas",0
"2016abudhabi",2,"jbutton",0
"2016abudhabi",2,"egutierrez",0
"2016abudhabi",2,"rgrosjean",0
"2016abudhabi",2,"jpalmer",0
"2016abudhabi",2,"pwehrlein",0
"2016abudhabi",3,"lhamilton",0
"2016abudhabi",3,"nrosberg",0
"2016abudhabi",3,"dricciardo",0
"2016abudhabi",3,"kraikkonen",0
"2016abudhabi",3,"svettel",0
"2016abudhabi",3,"mverstappen",0
"2016abudhabi",3,"nhulkenberg",0
"2016abudhabi",3,"sperez",0
"2016abudhabi",3,"falonso",0
"2016abudhabi",3,"fmassa",0
"2017australia",1,"lhamilton",0
"2017australia",1,"kraikkonen",0
"2017australia",1,"mverstappen",0
"2017australia",1,"vbottas",0
"2017australia",1,"nhulkenberg",0
"2017australia",1,"sperez",0
"2017australia",1,"fmassa",0
"2017australia",1,"svettel",0
"2017australia",1,"dricciardo",0
"2017australia",1,"rgrosjean",0
"2017australia",1,"csainz",0
"2017australia",1,"falonso",0
"2017australia",1,"dkvyat",0
"2017australia",1,"eocon",0
"2017australia",1,"mericsson",0
"2017australia",1,"agiovinazzi",0
"2017australia",1,"kmagnussen",0
"2017australia",1,"svandoorne",0
"2017australia",1,"lstroll",0
"2017australia",1,"jpalmer",1
"2017australia",2,"vbottas",0
"2017australia",2,"lhamilton",0
"2017australia",2,"kraikkonen",0
"2017australia",2,"svettel",0
"2017australia",2,"dricciardo",0
"2017australia",2,"mverstappen",0
"2017australia",2,"fmassa",0
"2017australia",2,"rgrosjean",0
"2017australia",2,"dkvyat",0
"2017australia",2,"csainz",0
"2017australia",2,"sperez",0
"2017australia",2,"nhulkenberg",0
"2017australia",2,"falonso",0
"2017australia",2,"eocon",0
"2017australia",2,"mericsson",0
"2017australia",3,"lhamilton",0
"2017australia",3,"svettel",0
"2017australia",3,"vbottas",0
"2017australia",3,"kraikkonen",0
"2017australia",3,"mverstappen",0
"2017australia",3,"rgrosjean",0
"2017australia",3,"fmassa",0
"2017australia",3,"csainz",0
"2017australia",3,"dkvyat",0
"2017china",1,"svettel",0
"2017china",1,"lhamilton",0
"2017china",1,"kraikkonen",0
"2017china",1,"vbottas",0
"2017china",1,"lstroll",0
"2017china",1,"dricciardo",0
"2017china",1,"fmassa",0
"2017china",1,"dkvyat",0
"2017china",1,"nhulkenberg",0
"2017china",1,"falonso",0
"2017china",1,"csainz",0
"2017china",1,"sperez",0
"2017china",1,"mericsson",0
"2017china",1,"kmagnussen",0
"2017china",1,"agiovinazzi",0
"2017china",1,"svandoorne",0
"2017china",1,"rgrosjean",0
"2017china",1,"jpalmer",0
"2017china",1,"mverstappen",1
"2017china",1,"eocon",0
"2017china",2,"kraikkonen",0
"2017china",2,"svettel",0
"2017china",2,"lhamilton",0
"2017china",2,"vbottas",0
"2017china",2,"dricciardo",0
"2017china",2,"nhulkenberg",0
"2017china",2,"fmassa",0
"2017china",2,"sperez",0
"2017china",2,"dkvyat",0
"2017china",2,"lstroll",0
"2017china",2,"csainz",0
"2017china",2,"kmagnussen",0
"2017china",2,"falonso",0
"2017china",2,"mericsson",0
"2017china",3,"lhamilton",0
"2017china",3,"svettel",0
"2017china",3,"vbottas",0
"2017china",3,"kraikkonen",0
"2017china",3,"dricciardo",0
"2017china",3,"fmassa",0
"2017china",3,"nhulkenberg",0
"2017china",3,"sperez",0
"2017china",3,"dkvyat",0
"2017china",3,"lstroll",0
"2017bahrain",1,"lhamilton",0
"2017bahrain",1,"mverstappen",0
"2017bahrain",1,"kraikkonen",0
"2017bahrain",1,"svettel",0
"2017bahrain",1,"vbottas",0
"2017bahrain",1,"nhulkenberg",0
"2017bahrain",1,"fmassa",0
"2017bahrain",1,"jpalmer",0
"2017bahrain",1,"dkvyat",0
"2017bahrain",1,"dricciardo",0
"2017bahrain",1,"rgrosjean",0
"2017bahrain",1,"lstroll",0
"2017bahrain",1,"eocon",0
"2017bahrain",1,"pwehrlein",0
"2017bahrain",1,"falonso",0
"2017bahrain",1,"csainz",0
"2017bahrain",1,"svandoorne",0
"2017bahrain",1,"sperez",0
"2017bahrain",1,"mericsson",0
"2017bahrain",1,"kmagnussen",0
"2017bahrain",2,"lhamilton",0
"2017bahrain",2,"vbottas",0
"2017bahrain",2,"svettel",0
"2017bahrain",2,"kraikkonen",0
"2017bahrain",2,"nhulkenberg",0
"2017bahrain",2,"mverstappen",0
"2017bahrain",2,"dricciardo",0
"2017bahrain",2,"fmassa",0
"2017bahrain",2,"rgrosjean",0
"2017bahrain",2,"jpalmer",0
"2017bahrain",2,"dkvyat",0
"2017bahrain",2,"lstroll",0
"2017bahrain",2,"pwehrlein",0
"2017bahrain",2,"eocon",0
"2017bahrain",3,"vbottas",0
"2017bahrain",3,"lhamilton",0
"2017bahrain",3,"svettel",0
"2017bahrain",3,"dricciardo",0
"2017bahrain",3,"kraikkonen",0
"2017bahrain",3,"mverstappen",0
"2017bahrain",3,"nhulkenberg",0
"2017bahrain",3,"fmassa",0
"2017bahrain",3,"rgrosjean",0
"2017bahrain",3,"jpalmer",0
"2017russia",1,"vbottas",0
"2017russia",1,"lhamilton",0
"2017russia",1,"svettel",0
"2017russia",1,"kraikkonen",0
"2017russia",1,"mverstappen",0
"2017russia",1,"eocon",0
"2017russia",1,"nhulkenberg",0
"2017russia",1,"dricciardo",0
"2017russia",1,"csainz",0
"2017russia",1,"fmassa",0
"2017russia",1,"dkvyat",0
"2017russia",1,"sperez",0
"2017russia",1,"lstroll",0
"2017russia",1,"falonso",0
"2017russia",1,"kmagnussen",0
"2017russia",1,"jpalmer",0
"2017russia",1,"svandoorne",0
"2017russia",1,"pwehrlein",0
"2017russia",1,"mericsson",0
"2017russia",1,"rgrosjean",0
"2017russia",2,"vbottas",0
"2017russia",2,"kraikkonen",0
"2017russia",2,"lhamilton",0
"2017russia",2,"svettel",0
"2017russia",2,"fmassa",0
"2017russia",2,"mverstappen",0
"2017russia",2,"nhulkenberg",0
"2017russia",2,"dricciardo",0
"2017russia",2,"sperez",0
"2017russia",2,"eocon",0
"2017russia",2,"csainz",0
"2017russia",2,"lstroll",0
"2017russia",2,"dkvyat",0
"2017russia",2,"kmagnussen",0
"2017russia",2,"falonso",0
"2017russia",3,"svettel",0
"2017russia",3,"kraikkonen",0
"2017russia",3,"vbottas",0
"2017russia",3,"lhamilton",0
"2017russia",3,"dricciardo",0
"2017russia",3,"fmassa",0
"2017russia",3,"mverstappen",0
"2017russia",3,"nhulkenberg",0
"2017russia",3,"sperez",0
"2017russia",3,"eocon",0
"2017spain",1,"lhamilton",0
"2017spain",1,"kraikkonen",0
"2017spain",1,"svettel",0
"2017spain",1,"vbottas",0
"2017spain",1,"mverstappen",0
"2017spain",1,"dricciardo",0
"2017spain",1,"rgrosjean",0
"2017spain",1,"eocon",0
"2017spain",1,"csainz",0
"2017spain",1,"kmagnussen",0
"2017spain",1,"sperez",0
"2017spain",1,"falonso",0
"2017spain",1,"nhulkenberg",0
"2017spain",1,"fmassa",0
"2017spain",1,"pwehrlein",0
"2017spain",1,"mericsson",0
"2017spain",1,"jpalmer",0
"2017spain",1,"lstroll",0
"2017spain",1,"svandoorne",0
"2017spain",1,"dkvyat",0
"2017spain",2,"lhamilton",0
"2017spain",2,"svettel",0
"2017spain",2,"vbottas",0
"2017spain",2,"kraikkonen",0
"2017spain",2,"mverstappen",0
"2017spain",2,"dricciardo",0
"2017spain",2,"eocon",0
"2017spain",2,"fmassa",0
"2017spain",2,"sperez",0
"2017spain",2,"falonso",0
"2017spain",2,"kmagnussen",0
"2017spain",2,"csainz",0
"2017spain",2,"nhulkenberg",0
"2017spain",2,"rgrosjean",0
"2017spain",2,"pwehrlein",0
"2017spain",3,"lhamilton",0
"2017spain",3,"svettel",0
"2017spain",3,"vbottas",0
"2017spain",3,"kraikkonen",0
"2017spain",3,"mverstappen",0
"2017spain",3,"dricciardo",0
"2017spain",3,"falonso",0
"2017spain",3,"sperez",0
"2017spain",3,"fmassa",0
"2017spain",3,"eocon",0
"2017monaco",1,"mverstappen",0
"2017monaco",1,"svettel",0
"2017monaco",1,"kraikkonen",0
"2017monaco",1,"dricciardo",0
"2017monaco",1,"vbottas",0
"2017monaco",1,"svandoorne",0
"2017monaco",1,"csainz",0
"2017monaco",1,"sperez",0
"2017monaco",1,"kmagnussen",0
"2017monaco",1,"lhamilton",0
"2017monaco",1,"jbutton",0
"2017monaco",1,"rgrosjean",0
"2017monaco",1,"nhulkenberg",0
"2017monaco",1,"fmassa",0
"2017monaco",1,"dkvyat",0
"2017monaco",1,"eocon",0
"2017monaco",1,"jpalmer",0
"2017monaco",1,"lstroll",0
"2017monaco",1,"pwehrlein",0
"2017monaco",1,"mericsson",0
"2017monaco",2,"kraikkonen",0
"2017monaco",2,"svettel",0
"2017monaco",2,"mverstappen",0
"2017monaco",2,"vbottas",0
"2017monaco",2,"dricciardo",0
"2017monaco",2,"rgrosjean",0
"2017monaco",2,"svandoorne",0
"2017monaco",2,"csainz",0
"2017monaco",2,"sperez",0
"2017monaco",2,"jbutton",0
"2017monaco",2,"dkvyat",0
"2017monaco",2,"nhulkenberg",0
"2017monaco",2,"kmagnussen",0
"2017monaco",2,"lhamilton",0
"2017monaco",2,"fmassa",1
"2017monaco",3,"kraikkonen",0
"2017monaco",3,"svettel",0
"2017monaco",3,"vbottas",0
"2017monaco",3,"mverstappen",0
"2017monaco",3,"dricciardo",0
"2017monaco",3,"csainz",0
"2017monaco",3,"sperez",0
"2017monaco",3,"rgrosjean",0
"2017monaco",3,"jbutton",0
"2017canada",1,"vbottas",0
"2017canada",1,"lhamilton",0
"2017canada",1,"svettel",0
"2017canada",1,"mverstappen",0
"2017canada",1,"fmassa",0
"2017canada",1,"sperez",0
"2017canada",1,"eocon",0
"2017canada",1,"dricciardo",0
"2017canada",1,"kraikkonen",0
"2017canada",1,"falonso",0
"2017canada",1,"rgrosjean",0
"2017canada",1,"dkvyat",0
"2017canada",1,"nhulkenberg",0
"2017canada",1,"jpalmer",0
"2017canada",1,"csainz",0
"2017canada",1,"svandoorne",0
"2017canada",1,"lstroll",0
"2017canada",1,"kmagnussen",0
"2017canada",1,"mericsson",0
"2017canada",1,"pwehrlein",0
"2017canada",2,"lhamilton",0
"2017canada",2,"vbottas",0
"2017canada",2,"kraikkonen",0
"2017canada",2,"svettel",0
"2017canada",2,"mverstappen",0
"2017canada",2,"dricciardo",0
"2017canada",2,"fmassa",0
"2017canada",2,"sperez",0
"2017canada",2,"eocon",0
"2017canada",2,"nhulkenberg",0
"2017canada",2,"dkvyat",0
"2017canada",2,"falonso",0
"2017canada",2,"csainz",0
"2017canada",2,"rgrosjean",0
"2017canada",2,"jpalmer",0
"2017canada",3,"lhamilton",0
"2017canada",3,"svettel",0
"2017canada",3,"vbottas",0
"2017canada",3,"kraikkonen",0
"2017canada",3,"mverstappen",0
"2017canada",3,"dricciardo",0
"2017canada",3,"fmassa",0
"2017canada",3,"sperez",0
"2017canada",3,"eocon",0
"2017canada",3,"nhulkenberg",0
"2017azerbaijan",1,"lhamilton",0
"2017azerbaijan",1,"mverstappen",0
"2017azerbaijan",1,"kraikkonen",0
"2017azerbaijan",1,"dricciardo",0
"2017azerbaijan",1,"dkvyat",0
"2017azerbaijan",1,"svettel",0
"2017azerbaijan",1,"vbottas",0
"2017azerbaijan",1,"eocon",0
"2017azerbaijan",1,"sperez",0
"2017azerbaijan",1,"fmassa",0
"2017azerbaijan",1,"csainz",0
"2017azerbaijan",1,"lstroll",0
"2017azerbaijan",1,"nhulkenberg",0
"2017azerbaijan",1,"kmagnussen",0
"2017azerbaijan",1,"pwehrlein",0
"2017azerbaijan",1,"falonso",0
"2017azerbaijan",1,"rgrosjean",0
"2017azerbaijan",1,"mericsson",0
"2017azerbaijan",1,"svandoorne",0
"2017azerbaijan",2,"lhamilton",0
"2017azerbaijan",2,"vbottas",0
"2017azerbaijan",2,"svettel",0
"2017azerbaijan",2,"mverstappen",0
"2017azerbaijan",2,"kraikkonen",0
"2017azerbaijan",2,"dricciardo",0
"2017azerbaijan",2,"lstroll",0
"2017azerbaijan",2,"sperez",0
"2017azerbaijan",2,"fmassa",0
"2017azerbaijan",2,"eocon",0
"2017azerbaijan",2,"dkvyat",0
"2017azerbaijan",2,"csainz",0
"2017azerbaijan",2,"kmagnussen",0
"2017azerbaijan",2,"nhulkenberg",0
"2017azerbaijan",2,"pwehrlein",0
"2017azerbaijan",3,"lhamilton",0
"2017azerbaijan",3,"vbottas",0
"2017azerbaijan",3,"kraikkonen",0
"2017azerbaijan",3,"svettel",0
"2017azerbaijan",3,"mverstappen",0
"2017azerbaijan",3,"sperez",0
"2017azerbaijan",3,"eocon",0
"2017azerbaijan",3,"lstroll",0
"2017azerbaijan",3,"fmassa",0
"2017azerbaijan",3,"dricciardo",0
"2017austria",1,"lhamilton",0
"2017austria",1,"kraikkonen",0
"2017austria",1,"svettel",0
"2017austria",1,"csainz",0
"2017austria",1,"vbottas",0
"2017austria",1,"mverstappen",0
"2017austria",1,"dricciardo",0
"2017austria",1,"rgrosjean",0
"2017austria",1,"sperez",0
"2017austria",1,"dkvyat",0
"2017austria",1,"eocon",0
"2017austria",1,"kmagnussen",0
"2017austria",1,"falonso",0
"2017austria",1,"nhulkenberg",0
"2017austria",1,"svandoorne",0
"2017austria",1,"jpalmer",0
"2017austria",1,"fmassa",0
"2017austria",1,"lstroll",0
"2017austria",1,"mericsson",0
"2017austria",1,"pwehrlein",0
"2017austria",2,"vbottas",0
"2017austria",2,"svettel",0
"2017austria",2,"lhamilton",0
"2017austria",2,"mverstappen",0
"2017austria",2,"kraikkonen",0
"2017austria",2,"dricciardo",0
"2017austria",2,"rgrosjean",0
"2017austria",2,"sperez",0
"2017austria",2,"csainz",0
"2017austria",2,"eocon",0
"2017austria",2,"nhulkenberg",0
"2017austria",2,"falonso",0
"2017austria",2,"svandoorne",0
"2017austria",2,"dkvyat",0
"2017austria",3,"vbottas",0
"2017austria",3,"svettel",0
"2017austria",3,"lhamilton",0
"2017austria",3,"kraikkonen",0
"2017austria",3,"dricciardo",0
"2017austria",3,"mverstappen",0
"2017austria",3,"rgrosjean",0
"2017austria",3,"sperez",0
"2017austria",3,"eocon",0
"2017austria",3,"csainz",0
"2017greatbritain",1,"falonso",0
"2017greatbritain",1,"mverstappen",0
"2017greatbritain",1,"lhamilton",0
"2017greatbritain",1,"nhulkenberg",0
"2017greatbritain",1,"vbottas",0
"2017greatbritain",1,"eocon",0
"2017greatbritain",1,"svettel",0
"2017greatbritain",1,"svandoorne",0
"2017greatbritain",1,"kraikkonen",0
"2017greatbritain",1,"csainz",0
"2017greatbritain",1,"jpalmer",0
"2017greatbritain",1,"dkvyat",0
"2017greatbritain",1,"fmassa",0
"2017greatbritain",1,"sperez",0
"2017greatbritain",1,"rgrosjean",0
"2017greatbritain",1,"lstroll",0
"2017greatbritain",1,"kmagnussen",0
"2017greatbritain",1,"pwehrlein",0
"2017greatbritain",1,"mericsson",0
"2017greatbritain",1,"dricciardo",0
"2017greatbritain",2,"lhamilton",0
"2017greatbritain",2,"vbottas",0
"2017greatbritain",2,"svettel",0
"2017greatbritain",2,"kraikkonen",0
"2017greatbritain",2,"nhulkenberg",0
"2017greatbritain",2,"mverstappen",0
"2017greatbritain",2,"eocon",0
"2017greatbritain",2,"sperez",0
"2017greatbritain",2,"rgrosjean",0
"2017greatbritain",2,"svandoorne",0
"2017greatbritain",2,"jpalmer",0
"2017greatbritain",2,"dkvyat",0
"2017greatbritain",2,"falonso",0
"2017greatbritain",2,"csainz",0
"2017greatbritain",2,"fmassa",0
"2017greatbritain",3,"lhamilton",0
"2017greatbritain",3,"kraikkonen",0
"2017greatbritain",3,"svettel",0
"2017greatbritain",3,"vbottas",0
"2017greatbritain",3,"mverstappen",0
"2017greatbritain",3,"nhulkenberg",0
"2017greatbritain",3,"sperez",0
"2017greatbritain",3,"eocon",0
"2017greatbritain",3,"svandoorne",0
"2017greatbritain",3,"rgrosjean",0
"2017hungary",1,"svettel",0
"2017hungary",1,"mverstappen",0
"2017hungary",1,"kraikkonen",0
"2017hungary",1,"lhamilton",0
"2017hungary",1,"dricciardo",0
"2017hungary",1,"vbottas",0
"2017hungary",1,"nhulkenberg",0
"2017hungary",1,"falonso",0
"2017hungary",1,"svandoorne",0
"2017hungary",1,"jpalmer",0
"2017hungary",1,"dkvyat",0
"2017hungary",1,"eocon",0
"2017hungary",1,"csainz",0
"2017hungary",1,"rgrosjean",0
"2017hungary",1,"sperez",0
"2017hungary",1,"kmagnussen",0
"2017hungary",1,"lstroll",0
"2017hungary",1,"pwehrlein",0
"2017hungary",1,"pdiresta",0
"2017hungary",1,"mericsson",0
"2017hungary",2,"lhamilton",0
"2017hungary",2,"svettel",0
"2017hungary",2,"mverstappen",0
"2017hungary",2,"kraikkonen",0
"2017hungary",2,"vbottas",0
"2017hungary",2,"nhulkenberg",0
"2017hungary",2,"dricciardo",0
"2017hungary",2,"falonso",0
"2017hungary",2,"svandoorne",0
"2017hungary",2,"csainz",0
"2017hungary",2,"jpalmer",0
"2017hungary",2,"eocon",0
"2017hungary",2,"dkvyat",0
"2017hungary",2,"sperez",0
"2017hungary",2,"rgrosjean",0
"2017hungary",3,"svettel",0
"2017hungary",3,"kraikkonen",0
"2017hungary",3,"vbottas",0
"2017hungary",3,"lhamilton",0
"2017hungary",3,"mverstappen",0
"2017hungary",3,"dricciardo",0
"2017hungary",3,"nhulkenberg",0
"2017hungary",3,"falonso",0
"2017hungary",3,"svandoorne",0
"2017hungary",3,"csainz",0
"2017belgium",1,"lhamilton",0
"2017belgium",1,"svettel",0
"2017belgium",1,"mverstappen",0
"2017belgium",1,"kraikkonen",0
"2017belgium",1,"vbottas",0
"2017belgium",1,"dricciardo",0
"2017belgium",1,"eocon",0
"2017belgium",1,"nhulkenberg",0
"2017belgium",1,"csainz",0
"2017belgium",1,"svandoorne",0
"2017belgium",1,"jpalmer",0
"2017belgium",1,"kmagnussen",0
"2017belgium",1,"sperez",0
"2017belgium",1,"falonso",0
"2017belgium",1,"rgrosjean",0
"2017belgium",1,"fmassa",0
"2017belgium",1,"dkvyat",0
"2017belgium",1,"lstroll",0
"2017belgium",1,"mericsson",0
"2017belgium",1,"pwehrlein",0
"2017belgium",2,"lhamilton",0
"2017belgium",2,"vbottas",0
"2017belgium",2,"kraikkonen",0
"2017belgium",2,"mverstappen",0
"2017belgium",2,"svettel",0
"2017belgium",2,"dricciardo",0
"2017belgium",2,"jpalmer",0
"2017belgium",2,"sperez",0
"2017belgium",2,"nhulkenberg",0
"2017belgium",2,"eocon",0
"2017belgium",2,"falonso",0
"2017belgium",2,"rgrosjean",0
"2017belgium",2,"kmagnussen",0
"2017belgium",2,"csainz",0
"2017belgium",3,"lhamilton",0
"2017belgium",3,"svettel",0
"2017belgium",3,"vbottas",0
"2017belgium",3,"kraikkonen",0
"2017belgium",3,"mverstappen",0
"2017belgium",3,"dricciardo",0
"2017belgium",3,"nhulkenberg",0
"2017belgium",3,"sperez",0
"2017belgium",3,"eocon",0
"2017italy",1,"vbottas",0
"2017italy",1,"lhamilton",0
"2017italy",1,"svettel",0
"2017italy",1,"mverstappen",0
"2017italy",1,"lstroll",0
"2017italy",1,"kraikkonen",0
"2017italy",1,"dricciardo",0
"2017italy",1,"fmassa",0
"2017italy",1,"sperez",0
"2017italy",1,"svandoorne",0
"2017italy",1,"eocon",0
"2017italy",1,"falonso",0
"2017italy",1,"dkvyat",0
"2017italy",1,"nhulkenberg",0
"2017italy",1,"csainz",0
"2017italy",1,"kmagnussen",0
"2017italy",1,"jpalmer",0
"2017italy",1,"mericsson",0
"2017italy",1,"pwehrlein",0
"2017italy",1,"rgrosjean",0
"2017italy",2,"lhamilton",0
"2017italy",2,"vbottas",0
"2017italy",2,"mverstappen",0
"2017italy",2,"svettel",0
"2017italy",2,"lstroll",0
"2017italy",2,"kraikkonen",0
"2017italy",2,"dricciardo",0
"2017italy",2,"fmassa",0
"2017italy",2,"svandoorne",0
"2017italy",2,"eocon",0
"2017italy",2,"sperez",0
"2017italy",2,"nhulkenberg",0
"2017italy",2,"falonso",0
"2017italy",2,"dkvyat",0
"2017italy",2,"csainz",0
"2017italy",3,"lhamilton",0
"2017italy",3,"mverstappen",0
"2017italy",3,"dricciardo",0
"2017italy",3,"lstroll",0
"2017italy",3,"eocon",0
"2017italy",3,"vbottas",0
"2017italy",3,"kraikkonen",0
"2017italy",3,"svettel",0
"2017italy",3,"fmassa",0
"2017italy",3,"svandoorne",0
"2017singapore",1,"mverstappen",0
"2017singapore",1,"dricciardo",0
"2017singapore",1,"falonso",0
"2017singapore",1,"csainz",0
"2017singapore",1,"svandoorne",0
"2017singapore",1,"lhamilton",0
"2017singapore",1,"jpalmer",0
"2017singapore",1,"dkvyat",0
"2017singapore",1,"nhulkenberg",0
"2017singapore",1,"vbottas",0
"2017singapore",1,"kraikkonen",0
"2017singapore",1,"svettel",0
"2017singapore",1,"sperez",0
"2017singapore",1,"eocon",0
"2017singapore",1,"rgrosjean",0
"2017singapore",1,"kmagnussen",0
"2017singapore",1,"fmassa",0
"2017singapore",1,"lstroll",0
"2017singapore",1,"pwehrlein",0
"2017singapore",1,"mericsson",0
"2017singapore",2,"mverstappen",0
"2017singapore",2,"dricciardo",0
"2017singapore",2,"kraikkonen",0
"2017singapore",2,"svettel",0
"2017singapore",2,"lhamilton",0
"2017singapore",2,"svandoorne",0
"2017singapore",2,"nhulkenberg",0
"2017singapore",2,"vbottas",0
"2017singapore",2,"falonso",0
"2017singapore",2,"csainz",0
