"race","driver","1stFree","2ndFree","3rdFree","1stQualif","2ndQualif","3rdQualif"
"2016spain","nhulkenberg",86.938,85.453,84.585,84.463,84.203,NA
"2016spain","nrosberg",84.454,83.922,83.078,83.002,82.759,82.28
"2016spain","pwehrlein",88.084,86.96,86.097,85.745,NA,NA
"2016spain","rgrosjean",87.258,85.899,84.981,84.716,84.48,NA
"2016spain","rharyanto",89.052,87.252,86.251,85.939,NA,NA
"2016spain","sperez",87.064,85.437,84.472,84.698,84.003,83.782
"2016spain","svettel",83.951,85.017,83.225,84.124,83.688,83.334
"2016spain","vbottas",85.672,85.708,84.356,84.251,84.023,83.522
"2016monaco","csainz",77.13,75.981,75.324,75.467,74.805,74.749
"2016monaco","dkvyat",76.426,75.815,75.259,75.384,74.794,75.273
"2016monaco","dricciardo",76.308,74.607,74.807,74.912,74.357,73.622
"2016monaco","egutierrez",77.909,76.782,76.406,75.592,75.293,NA
"2016monaco","falonso",77.838,76.723,76.257,75.504,75.107,75.363
"2016monaco","fmassa",78.746,77.286,76.068,75.71,75.385,NA
"2016monaco","jbutton",77.92,76.325,76.298,75.554,75.352,NA
"2016monaco","jpalmer",78.871,77.761,77.482,76.586,NA,NA
"2016monaco","kmagnussen",78.274,77.53,76.412,76.253,76.058,NA
"2016monaco","kraikkonen",76.912,76.04,75.555,75.499,74.789,74.732
"2016monaco","lhamilton",75.537,75.213,74.668,74.826,74.056,73.942
"2016monaco","lnasr",78.187,77.999,76.867,NA,NA,NA
"2016monaco","mericsson",78.301,77.562,77.038,76.299,NA,NA
"2016monaco","mverstappen",76.371,75.571,75.081,82.467,NA,NA
"2016monaco","nhulkenberg",76.56,76.487,75.666,75.333,74.989,74.726
"2016monaco","nrosberg",75.638,75.506,74.772,74.873,74.043,73.791
"2016monaco","pwehrlein",80.868,78.814,77.595,77.452,NA,NA
"2016monaco","rgrosjean",77.599,76.874,76.527,75.465,75.571,NA
"2016monaco","rharyanto",80.528,78.647,78.18,77.295,NA,NA
"2016monaco","sperez",76.697,76.12,75.368,75.328,74.937,74.902
"2016monaco","svettel",75.956,76.269,74.65,74.61,74.318,74.552
"2016monaco","vbottas",77.562,76.849,76.347,75.521,75.273,NA
"2016canada","csainz",76.543,75.41,74.655,74.714,81.956,NA
"2016canada","dkvyat",77.31,75.559,75.199,74.829,74.457,NA
"2016canada","dricciardo",76.734,75.168,74.487,74.03,73.54,73.166
"2016canada","egutierrez",77.319,76.591,75.444,75.148,74.571,NA
"2016canada","falonso",76.663,75.45,74.801,75.026,74.26,74.338
"2016canada","fmassa",77.065,75.513,74.89,74.815,73.864,73.769
"2016canada","jbutton",76.788,75.213,75.023,74.755,74.437,NA
"2016canada","jpalmer",78.583,77.001,75.656,75.459,NA,NA
"2016canada","kmagnussen",78.409,76.255,76.085,NA,NA,NA
"2016canada","kraikkonen",75.618,75.234,74.332,74.477,73.849,73.579
"2016canada","lhamilton",74.755,74.212,74.334,74.121,73.076,72.812
"2016canada","lnasr",77.855,76.582,76.326,76.663,NA,NA
"2016canada","mericsson",78.129,76.902,76.078,75.635,NA,NA
"2016canada","mverstappen",75.553,75.156,74.158,74.601,73.793,73.414
"2016canada","nhulkenberg",76.464,75.321,74.918,74.663,74.166,73.952
"2016canada","nrosberg",75.086,74.738,74.316,73.714,73.094,72.874
"2016canada","pwehrlein",78.453,77.023,76.622,75.599,NA,NA
"2016canada","rgrosjean",77.008,76.093,75.704,75.444,74.803,NA
"2016canada","rharyanto",78.103,77.423,76.901,77.052,NA,NA
"2016canada","sperez",76.577,75.493,74.886,74.814,74.317,NA
"2016canada","svettel",75.243,74.469,73.919,73.925,73.857,72.99
"2016canada","vbottas",76.301,75.213,74.985,74.389,73.791,73.67
"2016europe","csainz",109.267,106.027,106.19,104.827,105,NA
"2016europe","dkvyat",110.551,106.744,105.981,104.694,104.687,104.717
"2016europe","dricciardo",109.778,106.293,105.62,104.57,104.141,103.966
"2016europe","egutierrez",110.167,106.83,106.67,105.3,105.349,NA
"2016europe","falonso",107.989,106.498,106.131,105.525,105.27,NA
"2016europe","fmassa",109.125,107.06,106.51,105.494,104.696,104.483
"2016europe","jbutton",109.019,106.234,105.954,105.804,NA,NA
