"race","driver","1stFree","2ndFree","3rdFree","1stQualif","2ndQualif","3rdQualif"
"2011korea","tglock",134.508,118.269,103.275,102.091,NA,NA
"2011korea","vliuzzi",NA,120.165,104.421,103.758,NA,NA
"2011korea","vpetrov",NA,114.2,99.612,98.378,98.186,98.124
"2011india","asutil",88.705,87.316,86.958,86.271,86.14,NA
"2011india","bsenna",89.799,87.498,87.235,86.766,86.651,NA
"2011india","dricciardo",93.928,92.768,93.246,90.216,NA,NA
"2011india","falonso",95.899,85.93,85.784,86.774,85.158,84.519
"2011india","fmassa",88.644,85.706,86.058,87.012,85.522,85.122
"2011india","hkovalainen",NA,90.241,89.75,88.565,NA,NA
"2011india","jalguersuari",90.566,88.552,87.387,86.557,86.319,NA
"2011india","jbutton",88.394,86.714,85.191,86.225,85.299,84.95
"2011india","jdambrosio",95.796,92.593,92.851,90.866,NA,NA
"2011india","jtrulli",90.818,89.332,89.355,88.752,NA,NA
"2011india","kkobayashi",89.355,88.05,87.262,87.876,NA,NA
"2011india","lhamilton",86.836,86.454,85.288,86.563,85.019,84.474
"2011india","mschumacher",88.531,91.804,87.217,86.79,86.337,NA
"2011india","mwebber",87.428,86.5,85.203,86.473,85.282,84.508
"2011india","nkarthikeyan",94.113,92.824,90.9,90.238,NA,NA
"2011india","nrosberg",88.542,91.098,86.873,86.364,85.555,85.451
"2011india","pdiresta",89.7,87.853,86.785,86.864,86.503,NA
"2011india","pmaldonado",90.669,88.708,87.793,86.829,86.537,NA
"2011india","rbarrichello",90.367,88.691,87.875,87.479,87.247,NA
"2011india","sbuemi",89.219,87.868,87.146,86.608,86.161,NA
"2011india","sperez",90.132,88.289,87.749,87.249,87.562,NA
"2011india","svettel",87.416,85.794,84.824,86.218,84.657,84.178
"2011india","tglock",92.771,91.469,90.683,94.046,NA,NA
"2011india","vpetrov",89.705,87.89,87.28,86.189,86.319,NA
"2011abudhabi","asutil",101.34,100.951,100.429,100.595,100.205,100.768
"2011abudhabi","bsenna",NA,102.369,101.509,101.391,101.079,NA
"2011abudhabi","dricciardo",106.532,106.328,105.732,104.641,NA,NA
"2011abudhabi","falonso",100.801,99.971,99.661,101.38,99.058,99.058
"2011abudhabi","fmassa",101.26,99.98,100.183,101.592,99.623,99.695
"2011abudhabi","hkovalainen",104.565,103.562,103.409,102.979,NA,NA
"2011abudhabi","jalguersuari",102.377,101.983,101.855,101.386,101.162,NA
"2011abudhabi","jbutton",100.263,99.785,99.429,100.227,99.097,98.631
"2011abudhabi","jdambrosio",NA,106.142,105.509,104.699,NA,NA
"2011abudhabi","jtrulli",104.898,104.05,NA,103.884,NA,NA
"2011abudhabi","kkobayashi",104.484,101.49,101.527,101.613,101.24,NA
"2011abudhabi","lhamilton",100.403,99.586,98.976,99.782,98.434,98.622
"2011abudhabi","mschumacher",103.389,100.553,100.938,102.605,100.554,100.662
"2011abudhabi","mwebber",100.389,100.104,99.427,100.167,98.821,98.858
"2011abudhabi","nrosberg",102.13,104.265,100.135,101.12,99.42,99.773
"2011abudhabi","pdiresta",102.151,101.021,100.511,101.064,100.414,NA
"2011abudhabi","pmaldonado",103.255,102.91,102.025,102.258,101.76,NA
"2011abudhabi","rbarrichello",NA,102.798,103.861,NA,NA,NA
"2011abudhabi","sbuemi",NA,101.68,101.622,101.737,101.009,NA
"2011abudhabi","sperez",104.412,101.565,101.566,101.311,100.874,NA
"2011abudhabi","svettel",100.755,100.132,99.403,100.478,98.516,98.481
"2011abudhabi","tglock",108.024,105.486,105.262,104.515,NA,NA
"2011abudhabi","vliuzzi",106.385,106.249,105.302,105.159,NA,NA
"2011abudhabi","vpetrov",103.118,101.947,101.594,100.955,100.919,NA
"2011brazil","asutil",NA,74.144,73.113,73.48,73.261,73.298
"2011brazil","bsenna",75.732,74.931,74.551,74.453,73.3,73.761
"2011brazil","dricciardo",78.952,78.367,77.296,76.89,NA,NA
"2011brazil","falonso",74.541,73.598,72.765,73.969,72.87,72.591
"2011brazil","fmassa",74.507,73.75,73.583,74.269,73.291,73.068
"2011brazil","hkovalainen",76.514,76.338,76.026,75.068,NA,NA
"2011brazil","jalguersuari",75.468,75.388,74.286,74.225,73.804,NA
"2011brazil","jbutton",73.825,73.787,72.547,73.281,72.82,72.283
"2011brazil","jdambrosio",78.653,78.031,76.616,77.019,NA,NA
"2011brazil","jtrulli",NA,76.298,75.843,75.358,NA,NA
"2011brazil","kkobayashi",75.747,75.019,74.311,74.571,74.129,NA
"2011brazil","lhamilton",73.961,73.392,72.622,73.361,72.811,72.48
"2011brazil","mschumacher",75.162,73.723,73.393,73.694,73.571,NA
"2011brazil","mwebber",73.811,73.587,72.597,73.467,72.658,72.099
"2011brazil","nrosberg",75.321,73.872,73.286,74.083,72.569,73.05
"2011brazil","pdiresta",75.241,74.807,73.419,73.733,73.584,NA
"2011brazil","pmaldonado",75.836,75.679,74.454,74.625,NA,NA
"2011brazil","rbarrichello",75.663,75.903,74.283,74.117,73.801,NA
"2011brazil","sbuemi",NA,75.264,NA,74.5,73.919,NA
"2011brazil","sperez",75.979,74.97,74.547,74.43,74.182,NA
"2011brazil","svettel",74.025,73.559,72.46,73.664,72.446,71.918
"2011brazil","tglock",78.14,78.051,77.984,77.06,NA,NA
"2011brazil","vliuzzi",NA,78.476,77.143,76.631,NA,NA
"2011brazil","vpetrov",NA,74.856,73.838,73.859,74.053,NA
"2012australia","bsenna",89.953,94.312,87.119,87.004,86.663,NA
"2012australia","cpic",100.256,94.77,91.225,91.67,NA,NA
"2012australia","dricciardo",88.908,94.604,86.723,87.024,86.319,NA
"2012australia","falonso",88.36,90.341,87.323,86.688,86.494,NA
"2012australia","fmassa",90.743,91.505,88.023,87.633,87.497,NA
"2012australia","hkovalainen",90.586,91.932,88.341,88.679,NA,NA
"2012australia","jbutton",87.56,93.039,85.906,86.832,85.663,85.074
"2012australia","jvergne",91.178,94.485,86.733,86.493,86.429,NA
"2012australia","kkobayashi",89.722,90.709,86.755,86.182,86.59,NA
"2012australia","kraikkonen",89.565,94.275,86.737,87.758,NA,NA
"2012australia","lhamilton",87.805,93.252,85.681,86.8,85.626,84.922
"2012australia","mschumacher",88.235,89.183,86.078,86.586,85.571,85.336
"2012australia","mwebber",88.467,92.296,85.9,87.117,86.297,85.651
"2012australia","nhulkenberg",89.865,89.292,87.029,87.464,86.314,86.451
"2012australia","nkarthikeyan",NA,102.627,93.261,93.643,NA,NA
"2012australia","nrosberg",88.683,92.184,85.929,86.763,85.469,85.686
"2012australia","pdelarosa",NA,NA,93.114,93.495,NA,NA
"2012australia","pdiresta",89.881,91.466,87.428,87.469,87.086,NA
"2012australia","pmaldonado",89.415,94.108,86.47,86.803,86.206,85.908
"2012australia","rgrosjean",90.515,92.822,85.758,86.498,85.845,85.302
"2012australia","sperez",90.124,90.199,86.632,86.596,NA,NA
"2012australia","svettel",89.79,92.194,86.211,86.773,85.982,85.668
"2012australia","tglock",94.73,92.632,90.728,90.923,NA,NA
"2012australia","vpetrov",91.983,92.767,88.702,89.018,NA,NA
"2012malaysia","bsenna",NA,100.678,98.091,98.437,97.841,NA
"2012malaysia","cpic",104.58,102.874,101.901,101.25,NA,NA
"2012malaysia","dricciardo",100.469,98.853,98.423,98.419,97.883,NA
"2012malaysia","falonso",99.98,98.891,98.246,98.151,97.379,97.566
"2012malaysia","fmassa",99.896,100.271,99.209,98.381,97.731,NA
"2012malaysia","hkovalainen",100.247,102.594,100.189,99.306,NA,NA
"2012malaysia","jbutton",99.323,98.535,97.404,97.575,96.928,96.368
"2012malaysia","jvergne",100.099,99.297,98.64,99.077,NA,NA
"2012malaysia","kkobayashi",99.91,99.687,97.977,98.372,98.069,NA
"2012malaysia","kraikkonen",99.128,99.696,97.356,97.961,96.715,96.461
"2012malaysia","lhamilton",98.021,98.172,97.776,97.813,97.106,96.219
"2012malaysia","mschumacher",98.826,98.533,97.663,97.517,97.017,96.391
"2012malaysia","mwebber",99.092,99.133,97.338,97.172,97.375,96.461
"2012malaysia","nhulkenberg",99.44,99.464,98.285,98.303,97.89,NA
"2012malaysia","nkarthikeyan",105.36,103.658,103.378,103.655,NA,NA
"2012malaysia","nrosberg",98.813,98.696,96.877,97.696,96.996,96.664
"2012malaysia","pdelarosa",105.528,103.823,102.464,102.914,NA,NA
"2012malaysia","pdiresta",99.298,99.625,98.794,98.325,97.877,NA
"2012malaysia","pmaldonado",99.783,99.444,97.455,97.789,97.589,NA
"2012malaysia","rgrosjean",98.919,99.311,97.382,98.058,97.338,96.658
"2012malaysia","sperez",101.085,100.947,98.178,97.933,97.477,97.698
"2012malaysia","svettel",98.535,99.402,97.32,98.102,97.419,96.634
"2012malaysia","tglock",103.17,101.681,102.007,100.903,NA,NA
"2012malaysia","vpetrov",100.857,101.464,99.704,99.567,NA,NA
"2012china","bsenna",NA,98.783,97.425,96.674,96.289,NA
"2012china","cpic",104.5,100.753,100.048,99.717,NA,NA
"2012china","dricciardo",99.748,97.616,97.628,96.933,96.956,NA
"2012china","falonso",100.056,97.316,97.465,96.292,95.982,96.622
"2012china","fmassa",100.153,98.293,97.831,96.556,96.255,NA
"2012china","hkovalainen",101.071,98.99,99.198,98.463,NA,NA
"2012china","jbutton",99.199,96.711,96.063,96.746,95.942,96.191
"2012china","jvergne",99.768,97.93,97.493,97.714,NA,NA
"2012china","kkobayashi",98.911,96.956,96.88,96.863,95.853,95.784
"2012china","kraikkonen",110.465,97.836,97.061,96.85,95.921,95.898
"2012china","lhamilton",97.106,96.145,95.94,96.763,95.902,95.626
"2012china","mschumacher",98.316,95.973,96.512,96.797,95.794,95.691
"2012china","mwebber",98.977,96.433,96.635,96.682,95.7,96.29
"2012china","nhulkenberg",100.328,97.191,97.237,96.921,96.745,NA
"2012china","nkarthikeyan",107.204,101.125,101.263,101,NA,NA
"2012china","nrosberg",98.116,96.617,96.389,96.875,95.725,95.121
"2012china","pdelarosa",104.227,100.343,101.499,100.411,NA,NA
"2012china","pdiresta",NA,96.966,97.288,96.639,96.317,NA
"2012china","pmaldonado",100.54,98.176,96.765,96.528,96.283,NA
"2012china","rgrosjean",101.204,97.972,97.274,96.343,95.903,NA
"2012china","sperez",98.584,97.417,96.781,96.198,95.831,96.524
"2012china","svettel",99.198,96.16,97.039,96.911,96.031,NA
"2012china","tglock",102.33,99.651,99.796,99.282,NA,NA
"2012china","vpetrov",NA,99.346,98.701,98.677,NA,NA
"2012bahrain","bsenna",NA,96.169,95.623,94.466,94.017,NA
"2012bahrain","cpic",97.467,97.803,97.267,97.683,NA,NA
"2012bahrain","dricciardo",96.591,94.895,94.197,93.988,93.556,92.912
"2012bahrain","falonso",95.436,94.449,94.895,94.76,93.403,NA
"2012bahrain","fmassa",95.719,94.941,95.536,94.372,93.912,NA
"2012bahrain","hkovalainen",96.33,95.968,95.694,94.852,96.132,NA
"2012bahrain","jbutton",94.277,94.246,93.899,94.792,93.416,92.711
"2012bahrain","jvergne",96.195,95.229,94.977,95.014,NA,NA
"2012bahrain","kkobayashi",95.929,94.411,95.128,94.131,93.806,NA
"2012bahrain","kraikkonen",94.609,95.183,93.976,94.552,93.789,NA
"2012bahrain","lhamilton",93.572,93.747,93.782,94.813,93.209,92.52
"2012bahrain","mschumacher",94.483,93.862,93.796,94.865,NA,NA
"2012bahrain","mwebber",94.552,93.262,93.663,94.015,93.311,92.637
"2012bahrain","nhulkenberg",94.344,NA,95.773,94.601,93.807,NA
"2012bahrain","nkarthikeyan",99.996,99.649,99.221,98.314,NA,NA
"2012bahrain","nrosberg",94.249,92.816,93.254,94.588,93.219,92.821
"2012bahrain","pdelarosa",98.877,97.812,98.973,97.883,NA,NA
"2012bahrain","pdiresta",94.15,NA,95.336,94.624,93.51,NA
"2012bahrain","pmaldonado",95.268,95.459,94.918,94.639,NA,NA
"2012bahrain","rgrosjean",94.847,94.615,94.401,94.041,93.246,93.008
"2012bahrain","sperez",95.024,94.893,95.067,93.814,93.66,93.394
"2012bahrain","svettel",93.877,93.525,93.401,94.308,93.527,92.422
"2012bahrain","tglock",98.006,96.587,97.654,97.905,NA,NA
"2012bahrain","vpetrov",96.484,95.913,96.532,95.823,NA,NA
"2012spain","bsenna",NA,85.047,84.409,84.981,NA,NA
"2012spain","cpic",88.633,87.664,87.469,86.582,NA,NA
"2012spain","dricciardo",86.226,84.769,84.331,83.906,83.442,NA
"2012spain","falonso",84.43,84.6,83.807,83.276,82.862,82.302
"2012spain","fmassa",85.433,84.418,84.179,83.886,83.444,NA
"2012spain","hkovalainen",NA,86.296,86.587,85.507,NA,NA
"2012spain","jbutton",84.996,83.399,83.909,83.51,82.944,NA
"2012spain","jvergne",85.367,84.733,83.833,84.362,83.265,NA
"2012spain","kkobayashi",84.912,84.214,83.35,83.386,82.897,NA
"2012spain","kraikkonen",85.285,83.918,83.936,83.406,82.856,82.487
"2012spain","lhamilton",85.252,83.909,84.778,82.583,82.465,NA
"2012spain","mschumacher",85.187,84.08,84.825,83.757,82.904,NA
"2012spain","mwebber",85.539,84.065,83.578,83.592,82.977,NA
"2012spain","nhulkenberg",85.339,84.365,84.323,83.72,83.177,NA
"2012spain","nkarthikeyan",NA,NA,88.207,91.122,NA,NA
"2012spain","nrosberg",85.607,83.771,84.07,83.37,82.882,83.005
"2012spain","pdelarosa",89.107,88.235,88.373,87.555,NA,NA
"2012spain","pdiresta",NA,84.688,84.599,83.852,83.125,NA
"2012spain","pmaldonado",86.297,84.468,83.336,83.38,82.105,82.285
"2012spain","rgrosjean",85.217,83.964,NA,83.248,82.667,82.424
"2012spain","sperez",85.918,84.422,83.742,84.261,82.773,82.533
"2012spain","svettel",84.808,83.563,83.168,83.85,82.884,NA
"2012spain","tglock",88.267,87.314,87.689,87.032,NA,NA
"2012spain","vpetrov",87.475,86.74,85.911,85.277,NA,NA
"2012monaco","bsenna",78.617,77.655,77.055,75.923,75.709,NA
"2012monaco","cpic",80.895,80.24,79.099,78.476,NA,NA
"2012monaco","dricciardo",78.252,78.808,76.479,76.36,75.878,NA
"2012monaco","falonso",76.265,76.661,75.21,76.153,75.128,74.948
"2012monaco","fmassa",76.843,76.602,75.197,75.983,74.911,75.049
"2012monaco","hkovalainen",79.039,80.029,77.276,76.538,NA,NA
"2012monaco","jbutton",77.19,75.746,75.471,76.399,75.536,NA
"2012monaco","jvergne",78.209,78.522,76.226,76.491,76.885,NA
"2012monaco","kkobayashi",77.038,77.153,76.311,75.648,75.508,NA
"2012monaco","kraikkonen",NA,79.267,76.301,75.889,75.322,75.199
"2012monaco","lhamilton",76.747,77.375,75.734,76.063,75.166,74.583
"2012monaco","mschumacher",77.413,77.293,75.893,75.873,75.062,74.301
"2012monaco","mwebber",78.106,77.148,76.219,76.013,75.035,74.381
"2012monaco","nhulkenberg",77.631,77.8,77.027,75.418,75.421,NA
"2012monaco","nkarthikeyan",80.838,80.886,79.147,79.31,NA,NA
"2012monaco","nrosberg",77.261,77.021,75.159,75.9,75.022,74.448
"2012monaco","pdelarosa",82.423,80.631,79.151,78.096,NA,NA
"2012monaco","pdiresta",78.302,77.395,77.39,76.062,75.718,NA
"2012monaco","pmaldonado",76.76,76.82,78.488,76.017,75.026,75.245
"2012monaco","rgrosjean",76.63,76.138,75.445,75.718,75.219,74.639
"2012monaco","sperez",76.711,78.251,76.11,NA,NA,NA
"2012monaco","svettel",77.222,77.303,75.209,75.757,75.234,NA
"2012monaco","tglock",81.638,79.309,78.259,77.947,NA,NA
"2012monaco","vpetrov",79.341,78.44,77.404,77.404,NA,NA
"2012canada","bsenna",78.762,77.022,75.237,74.995,75.17,NA
"2012canada","cpic",80.067,79.902,78.684,78.255,NA,NA
"2012canada","dricciardo",77.58,77.716,75.498,75.552,75.078,NA
"2012canada","falonso",75.842,75.313,74.448,74.916,74.314,74.151
"2012canada","fmassa",76.619,75.41,74.767,75.194,74.641,74.465
"2012canada","hkovalainen",78.177,76.981,76.545,76.263,NA,NA
"2012canada","jbutton",76.347,75.812,75.327,74.799,74.68,75.182
"2012canada","jvergne",77.352,77.124,NA,76.602,NA,NA
"2012canada","kkobayashi",76,75.651,75.126,75.101,74.688,NA
"2012canada","kraikkonen",77.014,76.562,74.977,74.995,74.734,NA
"2012canada","lhamilton",75.564,75.259,74.712,74.891,74.371,74.087
"2012canada","mschumacher",76.264,75.697,74.796,74.892,74.48,74.812
"2012canada","mwebber",75.897,75.907,74.724,74.956,74.479,74.346
"2012canada","nhulkenberg",75.986,75.799,74.992,75.106,74.748,NA
"2012canada","nkarthikeyan",79.354,79.378,78.189,78.33,NA,NA
"2012canada","nrosberg",75.782,75.878,NA,75.098,74.568,74.411
"2012canada","pdelarosa",78.182,78.908,77.705,77.492,NA,NA
"2012canada","pdiresta",76.46,75.544,75.067,75.019,74.639,74.705
"2012canada","pmaldonado",76.859,75.987,74.755,74.979,75.231,NA
"2012canada","rgrosjean",76.89,76.36,74.873,75.163,74.627,74.645
"2012canada","sperez",76.249,75.898,75.112,75.326,75.156,NA
"2012canada","svettel",75.682,75.531,74.442,74.661,74.187,73.784
"2012canada","tglock",80.004,79.084,77.974,77.901,NA,NA
"2012canada","vpetrov",77.935,77.075,76.268,76.482,NA,NA
"2012europe","bsenna",NA,99.644,99.543,99.449,99.207,NA
"2012europe","cpic",104.173,102.958,102.815,102.675,NA,NA
"2012europe","dricciardo",102.777,101.121,100.134,99.924,100.358,NA
"2012europe","falonso",101.065,99.733,99.395,99.409,98.707,NA
"2012europe","fmassa",102.109,100.244,99.318,99.388,98.78,NA
"2012europe","hkovalainen",102.442,101.197,100.681,100.087,100.295,NA
"2012europe","jbutton",100.994,99.99,98.562,99.622,98.563,98.801
"2012europe","jvergne",102.758,101.263,100.037,100.203,NA,NA
"2012europe","kkobayashi",101.838,99.595,99.358,99.651,98.703,98.741
"2012europe","kraikkonen",101.62,99.945,98.759,99.464,98.531,98.513
"2012europe","lhamilton",101.158,100.147,99.178,99.169,98.616,98.41
"2012europe","mschumacher",101.117,99.601,99.141,99.447,98.77,NA
"2012europe","mwebber",100.984,99.901,101.282,100.395,NA,NA
"2012europe","nhulkenberg",NA,99.465,98.819,99.009,98.689,98.752
"2012europe","nkarthikeyan",105.12,104.201,102.943,102.527,NA,NA
"2012europe","nrosberg",101.182,99.926,99.946,99.061,98.504,98.623
"2012europe","pdelarosa",104.996,104.26,102.758,102.171,NA,NA
"2012europe","pdiresta",101.105,99.7,98.892,98.858,98.519,98.992
"2012europe","pmaldonado",100.89,100.075,99.357,98.825,98.57,98.475
"2012europe","rgrosjean",101.784,99.868,98.655,99.53,98.489,98.505
"2012europe","sperez",101.861,100.511,99.084,99.353,99.358,NA
"2012europe","svettel",100.973,99.334,99.434,99.626,98.53,98.086
"2012europe","vpetrov",103.209,100.963,101.931,100.457,NA,NA
"2012greatbritain","bsenna",NA,121.099,93.267,107.105,117.426,NA
"2012greatbritain","cpic",131.76,123.719,97.06,114.143,NA,NA
"2012greatbritain","dricciardo",116.827,NA,93.707,107.266,117.132,NA
"2012greatbritain","falonso",NA,119.015,92.167,106.515,116.921,111.746
"2012greatbritain","fmassa",118.119,120.565,93.674,107.401,116.388,113.065
"2012greatbritain","hkovalainen",119.787,118.58,94.298,109.477,NA,NA
"2012greatbritain","jbutton",121.834,117.948,92.32,108.044,NA,NA
"2012greatbritain","jvergne",119.076,119.854,93.673,107.705,117.719,NA
"2012greatbritain","kkobayashi",118.483,116.474,93.046,106.649,117.071,NA
"2012greatbritain","kraikkonen",120.253,118.897,92.454,107.309,116.469,113.29
"2012greatbritain","lhamilton",117.174,116.345,92.477,107.433,114.897,113.543
"2012greatbritain","mschumacher",118.493,116.545,93.462,106.571,115.799,112.02
"2012greatbritain","mwebber",118.463,NA,93.398,107.276,115.898,111.793
"2012greatbritain","nhulkenberg",NA,118.943,93.15,106.334,115.556,114.382
"2012greatbritain","nkarthikeyan",NA,124.774,97.269,113.04,NA,NA
"2012greatbritain","nrosberg",118.942,116.567,93.733,107.724,117.108,NA
"2012greatbritain","pdelarosa",124.341,NA,97.429,112.742,NA,NA
"2012greatbritain","pdiresta",NA,119.429,93.367,107.582,117.009,NA
"2012greatbritain","pmaldonado",120.125,119.472,92.622,106.449,116.802,113.539
"2012greatbritain","rgrosjean",116.552,NA,92.358,107.043,116.388,NA
"2012greatbritain","sperez",117.664,117.493,92.94,106.494,117.895,NA
"2012greatbritain","svettel",119.414,119.476,92.42,106.279,116.931,112.199
"2012greatbritain","tglock",121.835,120.82,96.605,111.618,NA,NA
"2012greatbritain","vpetrov",119.614,121.348,94.781,109.027,NA,NA
"2012germany","bsenna",NA,90.291,76.93,76.426,100.752,NA
"2012germany","cpic",80.169,90.09,80.318,79.22,NA,NA
"2012germany","dricciardo",78.709,88.513,77.238,76.516,99.789,NA
"2012germany","falonso",77.37,91.207,76.014,76.073,98.521,100.621
"2012germany","fmassa",77.995,89.719,76.771,76.265,100.212,NA
"2012germany","hkovalainen",79.963,90.331,78.366,77.62,NA,NA
"2012germany","jbutton",76.595,88.516,80.914,76.507,98.659,104.113
"2012germany","jvergne",79.039,89.364,77.419,76.741,NA,NA
"2012germany","kkobayashi",78.226,89.785,76.807,76.481,99.985,NA
"2012germany","kraikkonen",78.831,89.327,76.238,75.693,99.729,105.811
"2012germany","lhamilton",77.093,90.617,76.091,76.221,97.365,104.186
"2012germany","mschumacher",77.382,92.777,77.266,76.686,98.01,102.459
"2012germany","mwebber",80.122,88.877,76.447,76.5,99.382,101.496
"2012germany","nhulkenberg",77.599,88.495,77.033,76.271,99.467,103.501
"2012germany","nkarthikeyan",NA,92.349,80.741,80.23,NA,NA
"2012germany","nrosberg",77.915,87.564,77.491,75.988,101.551,NA
"2012germany","pdelarosa",81.138,102.566,79.778,79.912,NA,NA
"2012germany","pdiresta",NA,90.437,77.148,76.352,99.703,104.889
"2012germany","pmaldonado",78.02,87.476,76.664,76.181,98.731,103.95
"2012germany","rgrosjean",78.13,88.42,76.962,76.685,100.574,NA
"2012germany","sperez",77.413,88.402,76.202,75.726,99.933,NA
"2012germany","svettel",78.339,87.902,76.475,76.393,98.309,101.026
"2012germany","tglock",80.539,90.22,80.235,79.291,NA,NA
"2012germany","vpetrov",79.674,92.241,78.818,78.531,NA,NA
"2012hungary","bsenna",NA,82.253,81.876,82.271,81.697,82.343
"2012hungary","cpic",86.705,87.185,85.224,85.244,NA,NA
"2012hungary","dricciardo",85.354,84.345,82.716,83.25,NA,NA
"2012hungary","falonso",83.397,82.582,81.884,82.095,81.598,81.844
"2012hungary","fmassa",83.904,82.417,82.136,82.203,81.534,81.9
"2012hungary","hkovalainen",86.755,85.22,84.036,83.576,NA,NA
"2012hungary","jbutton",82.922,82.747,82.233,82.028,81.618,81.583
"2012hungary","jvergne",85.559,84.328,82.492,82.799,82.38,NA
"2012hungary","kkobayashi",84.394,83.841,82.387,82.801,82.3,NA
"2012hungary","kraikkonen",83.983,82.18,81.953,82.234,81.583,81.73
"2012hungary","lhamilton",82.821,81.995,81.643,81.794,81.06,80.953
"2012hungary","mschumacher",83.845,83.16,82.868,82.436,82.723,NA
"2012hungary","mwebber",84.546,83.814,81.55,82.829,81.715,NA
"2012hungary","nhulkenberg",NA,83.713,82.53,82.176,81.653,82.847
"2012hungary","nkarthikeyan",NA,87.822,86.898,86.178,NA,NA
"2012hungary","nrosberg",83.628,83.164,82.931,82.079,81.895,NA
"2012hungary","pdelarosa",87.101,87.106,86.785,85.916,NA,NA
"2012hungary","pdiresta",84.559,82.794,82.191,81.912,81.813,NA
"2012hungary","pmaldonado",84.3,83.337,82.381,82.475,81.504,81.939
"2012hungary","rgrosjean",83.633,82.922,82.11,82.755,81.657,81.366
"2012hungary","sperez",84.268,84.623,82.597,82.11,81.895,NA
"2012hungary","svettel",84.608,82.824,81.671,82.948,81.407,81.416
"2012hungary","tglock",87.015,87.104,85.497,85.476,NA,NA
"2012hungary","vpetrov",86.44,84.823,84.547,84.167,NA,NA
"2012belgium","bsenna",NA,NA,110.027,109.958,110.088,NA
"2012belgium","cpic",137.519,169.354,112.566,113.493,NA,NA
"2012belgium","dricciardo",132.004,169.75,109.776,109.572,109.543,NA
"2012belgium","falonso",160.749,170.497,108.542,109.401,108.598,108.313
"2012belgium","fmassa",NA,NA,109.092,109.588,109.147,NA
"2012belgium","hkovalainen",138.199,NA,112.339,111.739,NA,NA
"2012belgium","jbutton",136.861,NA,109.091,109.25,107.654,107.573
"2012belgium","jvergne",132.824,178.232,109.71,109.763,109.354,NA
"2012belgium","kkobayashi",131.389,173.232,108.863,109.686,108.569,107.871
"2012belgium","kraikkonen",166.58,NA,108.683,109.546,108.414,108.205
"2012belgium","lhamilton",136.827,NA,109.615,109.605,108.563,108.394
"2012belgium","mschumacher",135.402,NA,109.621,109.742,109.081,NA
"2012belgium","mwebber",133.191,NA,109.164,109.859,108.546,108.392
"2012belgium","nhulkenberg",136.786,179.125,109.674,109.362,108.855,NA
"2012belgium","nkarthikeyan",NA,NA,113.562,114.989,NA,NA
"2012belgium","nrosberg",134.21,NA,118.113,110.181,NA,NA
"2012belgium","pdelarosa",139.546,NA,113.383,113.03,NA,NA
"2012belgium","pdiresta",135.812,171.333,109.382,110.033,108.729,108.89
"2012belgium","pmaldonado",131.941,171.66,109.561,108.993,108.78,107.893
"2012belgium","rgrosjean",158.701,NA,109.266,110.126,108.714,108.538
"2012belgium","sperez",133.861,192.901,108.85,109.642,107.98,108.219
"2012belgium","svettel",134.86,NA,109.292,109.722,108.792,NA
"2012belgium","tglock",136.409,172.076,112.63,112.336,NA,NA
"2012belgium","vpetrov",136.788,NA,112.809,111.967,NA,NA
"2012italy","bsenna",NA,86.783,85.461,85.135,85.042,NA
"2012italy","cpic",88.751,87.968,87.454,87.073,NA,NA
"2012italy","dricciardo",87.373,86.724,85.706,85.728,85.312,NA
"2012italy","falonso",85.8,85.348,84.579,84.175,84.242,85.678
"2012italy","fmassa",85.861,85.43,84.909,84.882,84.505,84.247
"2012italy","hkovalainen",87.855,86.841,86.657,86.382,NA,NA
"2012italy","jbutton",85.723,85.328,84.994,84.672,84.255,84.133
"2012italy","jdambrosio",87.18,86.157,85.973,85.834,85.408,NA
"2012italy","jvergne",87.789,86.864,86.003,85.649,85.441,NA
"2012italy","kkobayashi",86.746,86.73,85.689,85.317,84.683,85.109
"2012italy","kraikkonen",86.046,85.504,85.255,85.151,84.742,84.855
"2012italy","lhamilton",85.944,85.29,84.578,84.211,84.394,84.01
"2012italy","mschumacher",85.422,86.094,85.563,85.302,84.675,84.54
"2012italy","mwebber",86.39,86.104,85.389,85.556,84.809,NA
"2012italy","nhulkenberg",86.518,85.547,85.289,NA,NA,NA
"2012italy","nkarthikeyan",NA,88.779,88.035,87.441,NA,NA
"2012italy","nrosberg",85.762,85.446,85.036,84.689,84.515,84.833
"2012italy","pdelarosa",89.331,88.575,88.384,87.629,NA,NA
"2012italy","pdiresta",NA,85.546,84.849,84.875,84.345,84.304
"2012italy","pmaldonado",86.504,86.404,85.383,85.103,84.82,NA
"2012italy","sperez",86.323,86.068,85.16,85.3,84.901,NA
"2012italy","svettel",86.508,86.394,85.406,85.011,84.687,84.802
"2012italy","tglock",89.207,87.944,87.728,87.039,NA,NA
"2012italy","vpetrov",88.578,87.222,87.267,86.887,NA,NA
"2012singapore","bsenna",112.629,111.452,109.715,109.809,NA,NA
"2012singapore","cpic",115.335,112.863,112.29,111.762,NA,NA
"2012singapore","dricciardo",112.275,110.791,110.664,109.023,108.774,NA
"2012singapore","falonso",111.525,108.896,108.623,109.391,107.567,107.216
"2012singapore","fmassa",113.08,110.039,109.458,109.767,108.344,NA
"2012singapore","hkovalainen",115.091,112.576,114.326,111.137,NA,NA
"2012singapore","jbutton",111.459,108.651,110.524,109.381,107.661,106.939
