"racename","driver","startlap","interrupt"
"2011italy","jalguersuari",21,NA
"2011italy","jalguersuari",42,NA
"2011italy","mwebber",1,NA
"2011italy","dricciardo",1,NA
"2011italy","dricciardo",2,NA
"2011italy","dricciardo",21,NA
"2011italy","hkovalainen",1,NA
"2011italy","hkovalainen",22,NA
"2011italy","hkovalainen",36,NA
"2011italy","jtrulli",1,NA
"2011italy","jtrulli",6,NA
"2011italy","jtrulli",25,NA
"2011italy","tglock",1,NA
"2011italy","tglock",21,NA
"2011italy","tglock",39,NA
"2011italy","jdambrosio",1,NA
"2011italy","lhamilton",1,NA
"2011italy","lhamilton",19,NA
"2011italy","lhamilton",35,NA
"2011italy","bsenna",1,NA
"2011italy","bsenna",3,NA
"2011italy","bsenna",20,NA
"2011italy","bsenna",41,NA
"2011italy","jbutton",1,NA
"2011italy","jbutton",18,NA
"2011italy","jbutton",34,NA
"2011italy","falonso",1,NA
"2011italy","falonso",20,NA
"2011italy","falonso",35,NA
"2011italy","fmassa",1,NA
"2011italy","fmassa",22,NA
"2011italy","fmassa",42,NA
"2011italy","mschumacher",1,NA
"2011italy","mschumacher",17,NA
"2011italy","mschumacher",38,NA
"2011singapore","svettel",1,NA
"2011singapore","svettel",15,NA
"2011singapore","svettel",31,NA
"2011singapore","svettel",50,NA
"2011singapore","vpetrov",1,NA
"2011singapore","vpetrov",17,NA
"2011singapore","vpetrov",30,NA
"2011singapore","vpetrov",48,NA
"2011singapore","rbarrichello",1,NA
"2011singapore","rbarrichello",13,NA
"2011singapore","rbarrichello",31,NA
"2011singapore","pmaldonado",1,NA
"2011singapore","pmaldonado",12,NA
"2011singapore","pmaldonado",26,NA
"2011singapore","pmaldonado",46,NA
"2011singapore","asutil",1,NA
"2011singapore","asutil",12,NA
"2011singapore","asutil",30,NA
"2011singapore","pdiresta",1,NA
"2011singapore","pdiresta",20,NA
"2011singapore","pdiresta",30,NA
"2011singapore","kkobayashi",1,NA
"2011singapore","kkobayashi",17,NA
"2011singapore","kkobayashi",30,NA
"2011singapore","kkobayashi",54,NA
"2011singapore","sperez",1,NA
"2011singapore","sperez",16,NA
"2011singapore","sperez",30,NA
"2011singapore","sbuemi",1,NA
"2011singapore","sbuemi",12,NA
"2011singapore","sbuemi",32,NA
"2011singapore","sbuemi",50,NA
"2011singapore","jalguersuari",1,NA
"2011singapore","jalguersuari",18,NA
"2011singapore","jalguersuari",36,NA
"2011singapore","mwebber",1,NA
"2011singapore","mwebber",13,NA
"2011singapore","mwebber",30,NA
"2011singapore","mwebber",48,NA
"2011singapore","dricciardo",1,NA
"2011singapore","dricciardo",2,NA
"2011singapore","dricciardo",16,NA
"2011singapore","dricciardo",28,NA
"2011singapore","hkovalainen",1,NA
"2011singapore","hkovalainen",12,NA
"2011singapore","hkovalainen",27,NA
"2011singapore","hkovalainen",48,NA
"2011singapore","jtrulli",1,NA
"2011singapore","jtrulli",17,NA
"2011singapore","jtrulli",20,NA
"2011singapore","jtrulli",45,NA
"2011singapore","vliuzzi",1,NA
"2011singapore","vliuzzi",14,NA
"2011singapore","vliuzzi",27,NA
"2011singapore","vliuzzi",46,NA
"2011singapore","vliuzzi",47,NA
"2011singapore","tglock",1,NA
"2011singapore","jdambrosio",1,NA
"2011singapore","jdambrosio",17,NA
"2011singapore","jdambrosio",29,NA
"2011singapore","lhamilton",1,NA
"2011singapore","lhamilton",12,NA
"2011singapore","lhamilton",14,NA
"2011singapore","lhamilton",30,NA
"2011singapore","lhamilton",49,NA
"2011singapore","bsenna",1,NA
"2011singapore","bsenna",11,NA
"2011singapore","bsenna",12,NA
"2011singapore","bsenna",29,NA
"2011singapore","bsenna",49,NA
"2011singapore","jbutton",1,NA
"2011singapore","jbutton",15,NA
"2011singapore","jbutton",31,NA
"2011singapore","jbutton",49,NA
"2011singapore","falonso",1,NA
"2011singapore","falonso",11,NA
"2011singapore","falonso",26,NA
"2011singapore","falonso",50,NA
"2011singapore","fmassa",1,NA
"2011singapore","fmassa",12,NA
"2011singapore","fmassa",13,NA
"2011singapore","fmassa",25,NA
"2011singapore","fmassa",42,NA
"2011singapore","mschumacher",1,NA
"2011singapore","mschumacher",11,NA
"2011singapore","mschumacher",25,NA
"2011singapore","nrosberg",1,NA
"2011singapore","nrosberg",10,NA
"2011singapore","nrosberg",23,NA
"2011singapore","nrosberg",30,NA
"2011japan","svettel",1,NA
"2011japan","svettel",10,NA
"2011japan","svettel",20,NA
"2011japan","svettel",34,NA
"2011japan","vpetrov",1,NA
"2011japan","vpetrov",19,NA
"2011japan","vpetrov",40,NA
"2011japan","rbarrichello",1,NA
"2011japan","rbarrichello",13,NA
"2011japan","rbarrichello",25,NA
"2011japan","rbarrichello",38,NA
"2011japan","pmaldonado",1,NA
"2011japan","pmaldonado",17,NA
"2011japan","pmaldonado",26,NA
"2011japan","pmaldonado",42,NA
"2011japan","asutil",1,NA
"2011japan","asutil",9,NA
"2011japan","asutil",24,NA
"2011japan","asutil",38,NA
"2011japan","pdiresta",1,NA
"2011japan","pdiresta",11,NA
"2011japan","pdiresta",25,NA
"2011japan","pdiresta",36,NA
"2011japan","kkobayashi",1,NA
"2011japan","kkobayashi",11,NA
"2011japan","kkobayashi",25,NA
"2011japan","sperez",1,NA
"2011japan","sperez",21,NA
"2011japan","sperez",38,NA
"2011japan","sbuemi",1,NA
"2011japan","jalguersuari",1,NA
"2011japan","jalguersuari",18,NA
"2011japan","jalguersuari",37,NA
"2011japan","mwebber",1,NA
"2011japan","mwebber",11,NA
"2011japan","mwebber",20,NA
"2011japan","mwebber",35,NA
"2011japan","dricciardo",1,NA
"2011japan","dricciardo",12,NA
"2011japan","dricciardo",23,NA
"2011japan","dricciardo",39,NA
"2011japan","hkovalainen",1,NA
"2011japan","hkovalainen",11,NA
"2011japan","hkovalainen",23,NA
"2011japan","hkovalainen",38,NA
"2011japan","jtrulli",1,NA
"2011japan","jtrulli",12,NA
"2011japan","jtrulli",25,NA
"2011japan","jtrulli",39,NA
"2011japan","vliuzzi",1,NA
"2011japan","vliuzzi",9,NA
"2011japan","vliuzzi",24,NA
"2011japan","vliuzzi",36,NA
"2011japan","tglock",1,NA
"2011japan","tglock",13,NA
"2011japan","tglock",20,NA
"2011japan","tglock",37,NA
"2011japan","jdambrosio",1,NA
"2011japan","jdambrosio",14,NA
"2011japan","jdambrosio",24,NA
"2011japan","jdambrosio",38,NA
"2011japan","lhamilton",1,NA
"2011japan","lhamilton",9,NA
"2011japan","lhamilton",22,NA
"2011japan","lhamilton",36,NA
"2011japan","bsenna",1,NA
"2011japan","bsenna",16,NA
"2011japan","bsenna",36,NA
"2011japan","jbutton",1,NA
"2011japan","jbutton",11,NA
"2011japan","jbutton",21,NA
"2011japan","jbutton",37,NA
"2011japan","falonso",1,NA
"2011japan","falonso",11,NA
"2011japan","falonso",22,NA
"2011japan","falonso",38,NA
"2011japan","fmassa",1,NA
"2011japan","fmassa",12,NA
"2011japan","fmassa",23,NA
"2011japan","fmassa",37,NA
"2011japan","mschumacher",1,NA
"2011japan","mschumacher",10,NA
"2011japan","mschumacher",25,NA
"2011japan","mschumacher",42,NA
"2011japan","nrosberg",1,NA
"2011japan","nrosberg",13,NA
"2011japan","nrosberg",25,NA
"2011japan","nrosberg",42,NA
"2011korea","svettel",1,NA
"2011korea","svettel",17,NA
"2011korea","svettel",35,NA
"2011korea","vpetrov",1,NA
"2011korea","vpetrov",15,NA
"2011korea","rbarrichello",1,NA
"2011korea","rbarrichello",11,NA
"2011korea","rbarrichello",32,NA
"2011korea","pmaldonado",1,NA
"2011korea","pmaldonado",17,NA
"2011korea","pmaldonado",29,NA
"2011korea","asutil",1,NA
"2011korea","asutil",17,NA
"2011korea","asutil",36,NA
"2011korea","pdiresta",1,NA
"2011korea","pdiresta",12,NA
"2011korea","pdiresta",32,NA
"2011korea","kkobayashi",1,NA
"2011korea","kkobayashi",11,NA
"2011korea","kkobayashi",25,NA
"2011korea","kkobayashi",43,NA
"2011korea","sperez",1,NA
"2011korea","sperez",17,NA
"2011korea","sperez",37,NA
"2011korea","sperez",54,NA
"2011korea","sbuemi",1,NA
"2011korea","sbuemi",15,NA
"2011korea","sbuemi",37,NA
"2011korea","jalguersuari",1,NA
"2011korea","jalguersuari",18,NA
"2011korea","jalguersuari",38,NA
"2011korea","mwebber",1,NA
"2011korea","mwebber",15,NA
"2011korea","mwebber",34,NA
"2011korea","dricciardo",1,NA
"2011korea","dricciardo",17,NA
"2011korea","dricciardo",42,NA
"2011korea","hkovalainen",1,NA
"2011korea","hkovalainen",14,NA
"2011korea","hkovalainen",39,NA
"2011korea","jtrulli",1,NA
"2011korea","jtrulli",13,NA
"2011korea","jtrulli",37,NA
"2011korea","vliuzzi",1,NA
"2011korea","vliuzzi",2,NA
"2011korea","vliuzzi",17,NA
"2011korea","vliuzzi",39,NA
"2011korea","tglock",1,NA
"2011korea","tglock",17,NA
"2011korea","tglock",42,NA
"2011korea","jdambrosio",1,NA
"2011korea","jdambrosio",17,NA
"2011korea","jdambrosio",39,NA
"2011korea","lhamilton",1,NA
"2011korea","lhamilton",16,NA
"2011korea","lhamilton",34,NA
"2011korea","bsenna",1,NA
"2011korea","bsenna",14,NA
"2011korea","bsenna",31,NA
"2011korea","jbutton",1,NA
"2011korea","jbutton",14,NA
"2011korea","jbutton",35,NA
"2011korea","falonso",1,NA
"2011korea","falonso",16,NA
"2011korea","falonso",38,NA
"2011korea","fmassa",1,NA
"2011korea","fmassa",15,NA
"2011korea","fmassa",35,NA
"2011korea","mschumacher",1,NA
"2011korea","mschumacher",15,NA
"2011korea","nrosberg",1,NA
"2011korea","nrosberg",14,NA
"2011korea","nrosberg",28,NA
"2011india","svettel",1,NA
"2011india","svettel",20,NA
"2011india","svettel",48,NA
"2011india","vpetrov",1,NA
"2011india","vpetrov",4,NA
"2011india","vpetrov",34,NA
"2011india","rbarrichello",1,NA
"2011india","rbarrichello",2,NA
"2011india","rbarrichello",36,NA
"2011india","pmaldonado",1,NA
"2011india","asutil",1,NA
"2011india","asutil",16,NA
"2011india","asutil",36,NA
"2011india","pdiresta",1,NA
"2011india","pdiresta",3,NA
"2011india","pdiresta",20,NA
"2011india","pdiresta",40,NA
"2011india","sperez",1,NA
"2011india","sperez",2,NA
"2011india","sperez",35,NA
"2011india","sbuemi",1,NA
"2011india","sbuemi",19,NA
"2011india","jalguersuari",1,NA
"2011india","jalguersuari",17,NA
"2011india","jalguersuari",47,NA
"2011india","mwebber",1,NA
"2011india","mwebber",17,NA
"2011india","mwebber",38,NA
"2011india","dricciardo",1,NA
"2011india","dricciardo",26,NA
"2011india","dricciardo",33,NA
"2011india","dricciardo",57,NA
"2011india","hkovalainen",1,NA
"2011india","hkovalainen",22,NA
"2011india","hkovalainen",42,NA
"2011india","jtrulli",1,NA
"2011india","jtrulli",2,NA
"2011india","jtrulli",28,NA
"2011india","jtrulli",55,NA
"2011india","nkarthikeyan",1,NA
"2011india","nkarthikeyan",23,NA
"2011india","nkarthikeyan",51,NA
"2011india","tglock",1,NA
"2011india","tglock",2,NA
"2011india","jdambrosio",1,NA
"2011india","jdambrosio",23,NA
"2011india","jdambrosio",56,NA
"2011india","lhamilton",1,NA
"2011india","lhamilton",17,NA
"2011india","lhamilton",25,NA
"2011india","lhamilton",46,NA
"2011india","bsenna",1,NA
"2011india","bsenna",23,NA
"2011india","bsenna",57,NA
"2011india","jbutton",1,NA
"2011india","jbutton",19,NA
"2011india","jbutton",47,NA
"2011india","falonso",1,NA
"2011india","falonso",17,NA
"2011india","falonso",40,NA
"2011india","fmassa",1,NA
"2011india","fmassa",18,NA
"2011india","fmassa",32,NA
"2011india","mschumacher",1,NA
"2011india","mschumacher",19,NA
"2011india","mschumacher",51,NA
"2011india","nrosberg",1,NA
"2011india","nrosberg",18,NA
"2011india","nrosberg",46,NA
"2011abudhabi","svettel",1,NA
"2011abudhabi","vpetrov",1,NA
"2011abudhabi","vpetrov",19,NA
"2011abudhabi","vpetrov",39,NA
"2011abudhabi","rbarrichello",1,NA
"2011abudhabi","rbarrichello",19,NA
"2011abudhabi","rbarrichello",35,NA
"2011abudhabi","pmaldonado",1,NA
"2011abudhabi","pmaldonado",26,NA
"2011abudhabi","asutil",1,NA
"2011abudhabi","asutil",17,NA
"2011abudhabi","asutil",37,NA
"2011abudhabi","pdiresta",1,NA
"2011abudhabi","pdiresta",28,NA
"2011abudhabi","kkobayashi",1,NA
"2011abudhabi","kkobayashi",6,NA
"2011abudhabi","kkobayashi",34,NA
"2011abudhabi","sperez",1,NA
"2011abudhabi","sperez",3,NA
"2011abudhabi","sperez",28,NA
"2011abudhabi","sbuemi",1,NA
"2011abudhabi","jalguersuari",1,NA
"2011abudhabi","jalguersuari",16,NA
"2011abudhabi","jalguersuari",35,NA
"2011abudhabi","mwebber",1,NA
"2011abudhabi","mwebber",18,NA
"2011abudhabi","mwebber",36,NA
"2011abudhabi","mwebber",55,NA
"2011abudhabi","dricciardo",1,NA
"2011abudhabi","dricciardo",19,NA
"2011abudhabi","dricciardo",42,NA
"2011abudhabi","hkovalainen",1,NA
"2011abudhabi","hkovalainen",17,NA
"2011abudhabi","hkovalainen",40,NA
"2011abudhabi","jtrulli",1,NA
"2011abudhabi","jtrulli",18,NA
"2011abudhabi","jtrulli",43,NA
"2011abudhabi","vliuzzi",1,NA
"2011abudhabi","vliuzzi",25,NA
"2011abudhabi","tglock",1,NA
"2011abudhabi","tglock",26,NA
"2011abudhabi","tglock",45,NA
"2011abudhabi","jdambrosio",1,NA
"2011abudhabi","lhamilton",1,NA
"2011abudhabi","lhamilton",17,NA
"2011abudhabi","lhamilton",41,NA
"2011abudhabi","bsenna",1,NA
"2011abudhabi","bsenna",2,NA
"2011abudhabi","bsenna",21,NA
"2011abudhabi","jbutton",1,NA
"2011abudhabi","jbutton",17,NA
"2011abudhabi","jbutton",37,NA
"2011abudhabi","falonso",1,NA
"2011abudhabi","falonso",17,NA
"2011abudhabi","falonso",44,NA
"2011abudhabi","fmassa",1,NA
"2011abudhabi","fmassa",16,NA
"2011abudhabi","fmassa",41,NA
"2011abudhabi","mschumacher",1,NA
"2011abudhabi","mschumacher",17,NA
"2011abudhabi","mschumacher",43,NA
"2011abudhabi","nrosberg",1,NA
"2011abudhabi","nrosberg",18,NA
"2011abudhabi","nrosberg",49,NA
"2011brazil","svettel",1,NA
"2011brazil","svettel",18,NA
"2011brazil","svettel",40,NA
"2011brazil","svettel",60,NA
"2011brazil","vpetrov",1,NA
"2011brazil","vpetrov",14,NA
"2011brazil","vpetrov",31,NA
"2011brazil","vpetrov",46,NA
"2011brazil","rbarrichello",1,NA
"2011brazil","rbarrichello",17,NA
"2011brazil","rbarrichello",35,NA
"2011brazil","rbarrichello",54,NA
"2011brazil","pmaldonado",1,NA
"2011brazil","pmaldonado",18,NA
"2011brazil","asutil",1,NA
"2011brazil","asutil",15,NA
"2011brazil","asutil",32,NA
"2011brazil","asutil",46,NA
"2011brazil","pdiresta",1,NA
"2011brazil","pdiresta",18,NA
"2011brazil","pdiresta",41,NA
"2011brazil","kkobayashi",1,NA
"2011brazil","kkobayashi",22,NA
"2011brazil","kkobayashi",44,NA
"2011brazil","sperez",1,NA
"2011brazil","sperez",21,NA
"2011brazil","sperez",45,NA
"2011brazil","sbuemi",1,NA
"2011brazil","sbuemi",20,NA
"2011brazil","sbuemi",43,NA
"2011brazil","jalguersuari",1,NA
"2011brazil","jalguersuari",22,NA
"2011brazil","jalguersuari",49,NA
"2011brazil","mwebber",1,NA
"2011brazil","mwebber",19,NA
"2011brazil","mwebber",39,NA
"2011brazil","mwebber",59,NA
"2011brazil","dricciardo",1,NA
"2011brazil","dricciardo",21,NA
"2011brazil","dricciardo",42,NA
"2011brazil","hkovalainen",1,NA
"2011brazil","hkovalainen",18,NA
"2011brazil","hkovalainen",32,NA
"2011brazil","hkovalainen",50,NA
"2011brazil","jtrulli",1,NA
"2011brazil","jtrulli",23,NA
"2011brazil","jtrulli",43,NA
"2011brazil","vliuzzi",1,NA
"2011brazil","vliuzzi",22,NA
"2011brazil","vliuzzi",46,NA
"2011brazil","tglock",1,NA
"2011brazil","jdambrosio",1,NA
"2011brazil","jdambrosio",21,NA
"2011brazil","jdambrosio",42,NA
"2011brazil","lhamilton",1,NA
"2011brazil","lhamilton",17,NA
"2011brazil","lhamilton",34,NA
"2011brazil","lhamilton",45,NA
"2011brazil","bsenna",1,NA
"2011brazil","bsenna",13,NA
"2011brazil","bsenna",29,NA
"2011brazil","bsenna",49,NA
"2011brazil","jbutton",1,NA
"2011brazil","jbutton",16,NA
"2011brazil","jbutton",32,NA
"2011brazil","jbutton",53,NA
"2011brazil","falonso",1,NA
"2011brazil","falonso",17,NA
"2011brazil","falonso",36,NA
"2011brazil","falonso",55,NA
"2011brazil","fmassa",1,NA
"2011brazil","fmassa",22,NA
"2011brazil","fmassa",46,NA
"2011brazil","mschumacher",1,NA
"2011brazil","mschumacher",11,NA
"2011brazil","mschumacher",33,NA
"2011brazil","mschumacher",52,NA
"2011brazil","nrosberg",1,NA
"2011brazil","nrosberg",17,NA
"2011brazil","nrosberg",43,NA
"2012australia","svettel",1,NA
"2012australia","svettel",17,NA
"2012australia","svettel",38,NA
"2012australia","vpetrov",1,NA
"2012australia","vpetrov",19,NA
"2012australia","pmaldonado",1,NA
"2012australia","pmaldonado",17,NA
"2012australia","pmaldonado",38,NA
"2012australia","pdiresta",1,NA
"2012australia","pdiresta",14,NA
"2012australia","pdiresta",34,NA
"2012australia","kkobayashi",1,NA
"2012australia","kkobayashi",14,NA
"2012australia","kkobayashi",37,NA
"2012australia","sperez",1,NA
"2012australia","sperez",25,NA
"2012australia","mwebber",1,NA
"2012australia","mwebber",15,NA
"2012australia","mwebber",38,NA
"2012australia","dricciardo",1,NA
"2012australia","dricciardo",2,NA
"2012australia","dricciardo",23,NA
"2012australia","dricciardo",39,NA
"2012australia","hkovalainen",1,NA
"2012australia","hkovalainen",15,NA
"2012australia","hkovalainen",35,NA
"2012australia","hkovalainen",38,NA
"2012australia","tglock",1,NA
"2012australia","tglock",21,NA
"2012australia","tglock",37,NA
"2012australia","lhamilton",1,NA
"2012australia","lhamilton",18,NA
"2012australia","lhamilton",37,NA
"2012australia","bsenna",1,NA
"2012australia","bsenna",2,NA
"2012australia","bsenna",31,NA
"2012australia","bsenna",48,NA
"2012australia","jvergne",1,NA
"2012australia","jvergne",20,NA
"2012australia","jvergne",38,NA
"2012australia","rgrosjean",1,NA
"2012australia","kraikkonen",1,NA
"2012australia","kraikkonen",20,NA
"2012australia","kraikkonen",38,NA
"2012australia","cpic",1,NA
"2012australia","cpic",22,NA
"2012australia","cpic",36,NA
"2012australia","jbutton",1,NA
"2012australia","jbutton",17,NA
"2012australia","jbutton",37,NA
"2012australia","falonso",1,NA
"2012australia","falonso",14,NA
"2012australia","falonso",35,NA
"2012australia","fmassa",1,NA
"2012australia","fmassa",12,NA
"2012australia","fmassa",29,NA
"2012australia","fmassa",38,NA
"2012australia","mschumacher",1,NA
"2012australia","nrosberg",1,NA
"2012australia","nrosberg",13,NA
"2012australia","nrosberg",32,NA
"2010china","svettel",1,NA
"2010china","svettel",3,NA
"2010china","svettel",6,NA
"2010china","svettel",21,NA
"2010china","svettel",38,NA
"2010china","vpetrov",1,NA
"2010china","vpetrov",21,NA
"2010china","vpetrov",39,NA
"2010china","rbarrichello",1,NA
"2010china","rbarrichello",2,NA
"2010china","rbarrichello",6,NA
"2010china","rbarrichello",19,NA
"2010china","rbarrichello",38,NA
"2010china","asutil",1,NA
"2010china","asutil",2,NA
"2010china","asutil",7,NA
"2010china","asutil",20,NA
"2010china","asutil",39,NA
"2010china","nhulkenberg",1,NA
"2010china","nhulkenberg",3,NA
"2010china","nhulkenberg",6,NA
"2010china","nhulkenberg",20,NA
"2010china","nhulkenberg",24,NA
"2010china","nhulkenberg",26,NA
"2010china","nhulkenberg",39,NA
"2010china","jalguersuari",1,NA
"2010china","jalguersuari",2,NA
"2010china","jalguersuari",12,NA
"2010china","jalguersuari",20,NA
"2010china","jalguersuari",21,NA
"2010china","jalguersuari",35,NA
"2010china","jalguersuari",47,NA
"2010china","mwebber",1,NA
"2010china","mwebber",3,NA
"2010china","mwebber",7,NA
"2010china","mwebber",20,NA
"2010china","mwebber",36,NA
"2010china","hkovalainen",1,NA
"2010china","hkovalainen",20,NA
"2010china","hkovalainen",37,NA
"2010china","jtrulli",1,NA
"2010china","jtrulli",3,NA
"2010china","jtrulli",13,NA
"2010china","jtrulli",18,NA
"2010china","kchandhok",1,NA
"2010china","kchandhok",3,NA
"2010china","kchandhok",12,NA
"2010china","kchandhok",19,NA
"2010china","kchandhok",42,NA
"2010china","lhamilton",1,NA
"2010china","lhamilton",3,NA
"2010china","lhamilton",6,NA
"2010china","lhamilton",21,NA
"2010china","lhamilton",38,NA
"2010china","pdelarosa",1,NA
"2010china","bsenna",1,NA
"2010china","bsenna",3,NA
"2010china","bsenna",13,NA
"2010china","bsenna",19,NA
"2010china","bsenna",42,NA
"2010china","jbutton",1,NA
"2010china","jbutton",21,NA
"2010china","jbutton",39,NA
"2010china","rkubica",1,NA
"2010china","rkubica",21,NA
"2010china","rkubica",38,NA
"2010china","falonso",1,NA
"2010china","falonso",3,NA
"2010china","falonso",7,NA
"2010china","falonso",20,NA
"2010china","falonso",39,NA
"2010china","ldigrassi",1,NA
"2010china","fmassa",1,NA
"2010china","fmassa",3,NA
"2010china","fmassa",7,NA
"2010china","fmassa",20,NA
"2010china","fmassa",39,NA
"2010china","mschumacher",1,NA
"2010china","mschumacher",3,NA
"2010china","mschumacher",5,NA
"2010china","mschumacher",20,NA
"2010china","mschumacher",37,NA
"2010china","nrosberg",1,NA
"2010china","nrosberg",21,NA
"2010china","nrosberg",39,NA
"2012malaysia","svettel",1,NA
"2012malaysia","svettel",6,NA
"2012malaysia","svettel",10,NA
"2012malaysia","svettel",16,NA
"2012malaysia","svettel",41,NA
"2012malaysia","svettel",48,NA
"2012malaysia","vpetrov",1,NA
"2012malaysia","vpetrov",5,NA
"2012malaysia","vpetrov",10,NA
"2012malaysia","vpetrov",14,NA
"2012malaysia","vpetrov",40,NA
"2012malaysia","pmaldonado",1,NA
"2012malaysia","pmaldonado",6,NA
"2012malaysia","pmaldonado",10,NA
"2012malaysia","pmaldonado",15,NA
"2012malaysia","pmaldonado",16,NA
"2012malaysia","pmaldonado",40,NA
"2012malaysia","pdiresta",1,NA
"2012malaysia","pdiresta",3,NA
"2012malaysia","pdiresta",10,NA
"2012malaysia","pdiresta",15,NA
"2012malaysia","pdiresta",40,NA
"2012malaysia","nhulkenberg",1,NA
"2012malaysia","nhulkenberg",5,NA
"2012malaysia","nhulkenberg",10,NA
"2012malaysia","nhulkenberg",16,NA
"2012malaysia","nhulkenberg",41,NA
"2012malaysia","kkobayashi",1,NA
"2012malaysia","kkobayashi",6,NA
"2012malaysia","kkobayashi",10,NA
"2012malaysia","kkobayashi",14,NA
"2012malaysia","kkobayashi",41,NA
"2012malaysia","sperez",1,NA
"2012malaysia","sperez",2,NA
"2012malaysia","sperez",10,NA
"2012malaysia","sperez",16,NA
"2012malaysia","sperez",42,NA
"2012malaysia","mwebber",1,NA
"2012malaysia","mwebber",6,NA
"2012malaysia","mwebber",10,NA
"2012malaysia","mwebber",15,NA
"2012malaysia","mwebber",40,NA
"2012malaysia","dricciardo",1,NA
"2012malaysia","dricciardo",5,NA
"2012malaysia","dricciardo",10,NA
"2012malaysia","dricciardo",15,NA
"2012malaysia","dricciardo",26,NA
"2012malaysia","dricciardo",38,NA
"2012malaysia","hkovalainen",1,NA
"2012malaysia","hkovalainen",5,NA
"2012malaysia","hkovalainen",10,NA
"2012malaysia","hkovalainen",15,NA
"2012malaysia","hkovalainen",24,NA
"2012malaysia","hkovalainen",39,NA
"2012malaysia","nkarthikeyan",1,NA
"2012malaysia","nkarthikeyan",10,NA
"2012malaysia","nkarthikeyan",16,NA
"2012malaysia","nkarthikeyan",38,NA
"2012malaysia","tglock",1,NA
"2012malaysia","tglock",4,NA
"2012malaysia","tglock",10,NA
"2012malaysia","tglock",14,NA
"2012malaysia","tglock",40,NA
"2012malaysia","lhamilton",1,NA
"2012malaysia","lhamilton",6,NA
"2012malaysia","lhamilton",10,NA
"2012malaysia","lhamilton",15,NA
"2012malaysia","lhamilton",42,NA
"2012malaysia","pdelarosa",1,NA
"2012malaysia","pdelarosa",10,NA
"2012malaysia","pdelarosa",17,NA
"2012malaysia","pdelarosa",40,NA
"2012malaysia","bsenna",1,NA
"2012malaysia","bsenna",2,NA
"2012malaysia","bsenna",8,NA
"2012malaysia","bsenna",10,NA
"2012malaysia","bsenna",14,NA
"2012malaysia","bsenna",40,NA
"2012malaysia","jvergne",1,NA
"2012malaysia","jvergne",10,NA
"2012malaysia","jvergne",16,NA
"2012malaysia","jvergne",41,NA
"2012malaysia","rgrosjean",1,NA
"2012malaysia","kraikkonen",1,NA
"2012malaysia","kraikkonen",6,NA
"2012malaysia","kraikkonen",10,NA
"2012malaysia","kraikkonen",14,NA
"2012malaysia","kraikkonen",41,NA
"2012malaysia","cpic",1,NA
"2012malaysia","cpic",4,NA
"2012malaysia","cpic",10,NA
"2012malaysia","cpic",16,NA
"2012malaysia","cpic",40,NA
"2012malaysia","jbutton",1,NA
"2012malaysia","jbutton",5,NA
"2012malaysia","jbutton",10,NA
"2012malaysia","jbutton",14,NA
"2012malaysia","jbutton",16,NA
"2012malaysia","jbutton",25,NA
"2012malaysia","jbutton",40,NA
"2012malaysia","falonso",1,NA
"2012malaysia","falonso",5,NA
"2012malaysia","falonso",10,NA
"2012malaysia","falonso",15,NA
"2012malaysia","falonso",41,NA
"2012malaysia","fmassa",1,NA
"2012malaysia","fmassa",4,NA
"2012malaysia","fmassa",10,NA
"2012malaysia","fmassa",15,NA
"2012malaysia","fmassa",28,NA
"2012malaysia","fmassa",39,NA
"2012malaysia","mschumacher",1,NA
"2012malaysia","mschumacher",6,NA
"2012malaysia","mschumacher",10,NA
"2012malaysia","mschumacher",15,NA
"2012malaysia","mschumacher",40,NA
"2012malaysia","nrosberg",1,NA
"2012malaysia","nrosberg",6,NA
"2012malaysia","nrosberg",10,NA
"2012malaysia","nrosberg",14,NA
"2012malaysia","nrosberg",27,NA
"2012malaysia","nrosberg",40,NA
"2012china","svettel",1,NA
"2012china","svettel",10,NA
"2012china","svettel",32,NA
"2012china","vpetrov",1,NA
"2012china","vpetrov",11,NA
"2012china","vpetrov",30,NA
"2012china","pmaldonado",1,NA
"2012china","pmaldonado",12,NA
"2012china","pmaldonado",34,NA
"2012china","pdiresta",1,NA
"2012china","pdiresta",12,NA
"2012china","pdiresta",33,NA
"2012china","nhulkenberg",1,NA
"2012china","nhulkenberg",10,NA
"2012china","nhulkenberg",31,NA
"2012china","kkobayashi",1,NA
"2012china","kkobayashi",10,NA
"2012china","kkobayashi",26,NA
"2012china","kkobayashi",39,NA
"2012china","sperez",1,NA
"2012china","sperez",17,NA
"2012china","sperez",36,NA
"2012china","mwebber",1,NA
"2012china","mwebber",7,NA
"2012china","mwebber",22,NA
"2012china","mwebber",35,NA
"2012china","dricciardo",1,NA
"2012china","dricciardo",18,NA
"2012china","dricciardo",34,NA
"2012china","hkovalainen",1,NA
"2012china","hkovalainen",13,NA
"2012china","hkovalainen",29,NA
"2012china","hkovalainen",30,NA
"2012china","hkovalainen",48,NA
"2012china","nkarthikeyan",1,NA
"2012china","nkarthikeyan",17,NA
"2012china","nkarthikeyan",33,NA
"2012china","tglock",1,NA
"2012china","tglock",19,NA
"2012china","tglock",37,NA
"2012china","lhamilton",1,NA
"2012china","lhamilton",11,NA
"2012china","lhamilton",23,NA
"2012china","lhamilton",39,NA
"2012china","pdelarosa",1,NA
